Title	Creator	Date Searchable	Date	Call Number	Description	Notes	Subjects	Form/Genre	Contributor	Physical Collection	Physical Sub-Collection	Part of Object	Catalog Link	Rights	Digital Collection	Digitization Specifications	Date Digitized	Cataloger	Project Administrator	Unique Digital Identifier	Object File Name	Reference URL	IIIF Object Manifest Link	IIIF Page Manifest Link	IIIF Page Image Manifest Link
p. 125		1720; 1721; 1722	29 Aug 1720	"mssST 57, v. 18"	"Correspondent: Meredith, Mr."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096403	mssST_57_v18_139.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/536		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:536/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/536/full/full/0/default.jpg
p. 126		1720; 1721; 1722	30 Aug 1720 ; 29 Aug 1720	"mssST 57, v. 18"	"Correspondents: Comynges, Mr. Sergeant ; Heart, Mr.."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096404	mssST_57_v18_140.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/537		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:537/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/537/full/full/0/default.jpg
p. 127		1720; 1721; 1722	30 Aug 1720	"mssST 57, v. 18"	"Correspondent: Peters, Mr. Fra.."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096405	mssST_57_v18_141.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/538		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:538/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/538/full/full/0/default.jpg
p. 128		1720; 1721; 1722		"mssST 57, v. 18"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096406	mssST_57_v18_142.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/539		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:539/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/539/full/full/0/default.jpg
p. 129		1720; 1721; 1722	1 Sep 1720 ; 1 Sep 1720	"mssST 57, v. 18"	"Correspondents: Peters, Mr. Fra. ; Oakley, Capt. Samuel."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096407	mssST_57_v18_143.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/540		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:540/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/540/full/full/0/default.jpg
blank		1720; 1721; 1722		"mssST 57, v. 18"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096408	mssST_57_v18_144.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/541		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:541/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/541/full/full/0/default.jpg
blank		1720; 1721; 1722		"mssST 57, v. 18"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096409	mssST_57_v18_145.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/542		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:542/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/542/full/full/0/default.jpg
p. 130		1720; 1721; 1722		"mssST 57, v. 18"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096410	mssST_57_v18_146.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/543		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:543/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/543/full/full/0/default.jpg
p. 131		1720; 1721; 1722	1 Sep 1720 ; 1 Sep 1720	"mssST 57, v. 18"	"Correspondents: Cocks, Sir Richard ; Oakley, Capt. Samuel."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096411	mssST_57_v18_147.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/544		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:544/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/544/full/full/0/default.jpg
p. 132		1720; 1721; 1722	1 Sep 1720	"mssST 57, v. 18"	"Correspondent: Meredith, Mr."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096412	mssST_57_v18_148.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/545		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:545/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/545/full/full/0/default.jpg
p. 133		1720; 1721; 1722	1 Sep 1720	"mssST 57, v. 18"	"Correspondent: Bridges, Mr. George Rodney of Avington."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096413	mssST_57_v18_149.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/546		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:546/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/546/full/full/0/default.jpg
p. 134		1720; 1721; 1722	1 Sep 1720	"mssST 57, v. 18"	"Correspondent: Pigott, Mr.."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096414	mssST_57_v18_150.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/547		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:547/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/547/full/full/0/default.jpg
p. 135		1720; 1721; 1722	3 Sep 1720 ; 5 Sep 1720	"mssST 57, v. 18"	"Correspondents: Holland, Sir John ; Pigott, Mr.."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096415	mssST_57_v18_151.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/548		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:548/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/548/full/full/0/default.jpg
p. 136		1720; 1721; 1722	5 Sep 1720	"mssST 57, v. 18"	"Correspondent: Mehmet, Mme."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096416	mssST_57_v18_152.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/549		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:549/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/549/full/full/0/default.jpg
p. 137		1720; 1721; 1722		"mssST 57, v. 18"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096417	mssST_57_v18_153.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/550		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:550/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/550/full/full/0/default.jpg
p. 138		1720; 1721; 1722		"mssST 57, v. 18"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096418	mssST_57_v18_154.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/551		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:551/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/551/full/full/0/default.jpg
p. 139		1720; 1721; 1722		"mssST 57, v. 18"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096419	mssST_57_v18_155.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/552		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:552/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/552/full/full/0/default.jpg
p. 140		1720; 1721; 1722	9 Sep 1720	"mssST 57, v. 18"	"Correspondent: Oakley, Capt. Samuel."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096420	mssST_57_v18_156.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/553		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:553/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/553/full/full/0/default.jpg
p. 141		1720; 1721; 1722		"mssST 57, v. 18"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096421	mssST_57_v18_157.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/554		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:554/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/554/full/full/0/default.jpg
p. 142		1720; 1721; 1722	9 Sep 1720	"mssST 57, v. 18"	Correspondent: Bishop of Bath & Wells.					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096422	mssST_57_v18_158.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/555		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:555/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/555/full/full/0/default.jpg
p. 143		1720; 1721; 1722	17 Sep 1720	"mssST 57, v. 18"	"Correspondent: Oakley, Capt. Samuel."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096423	mssST_57_v18_159.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/556		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:556/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/556/full/full/0/default.jpg
p. 144		1720; 1721; 1722		"mssST 57, v. 18"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096424	mssST_57_v18_160.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/557		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:557/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/557/full/full/0/default.jpg
p. 145		1720; 1721; 1722	17 Sep 1720 ; 17 Sep 1720	"mssST 57, v. 18"	"Correspondents: Philpott, Cos. ; Harley, Mr. Auditer."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096425	mssST_57_v18_161.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/558		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:558/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/558/full/full/0/default.jpg
p. 146		1720; 1721; 1722		"mssST 57, v. 18"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096426	mssST_57_v18_162.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/559		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:559/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/559/full/full/0/default.jpg
p. 147		1720; 1721; 1722		"mssST 57, v. 18"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096427	mssST_57_v18_163.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/560		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:560/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/560/full/full/0/default.jpg
p. 148		1720; 1721; 1722		"mssST 57, v. 18"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096428	mssST_57_v18_164.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/561		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:561/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/561/full/full/0/default.jpg
p. 149		1720; 1721; 1722	17 Sep 1720	"mssST 57, v. 18"	"Correspondent: Decker, Sir Matthew."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096429	mssST_57_v18_165.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/562		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:562/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/562/full/full/0/default.jpg
p. 150		1720; 1721; 1722		"mssST 57, v. 18"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096430	mssST_57_v18_166.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/563		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:563/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/563/full/full/0/default.jpg
p. 151		1720; 1721; 1722	17 Sep 1720	"mssST 57, v. 18"	"Correspondent: D' Egenfeldt, Le Comte."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096431	mssST_57_v18_167.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/564		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:564/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/564/full/full/0/default.jpg
p. 152		1720; 1721; 1722	17 Sep 1720	"mssST 57, v. 18"	"Correspondent: Haws, Mr. Fra."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096432	mssST_57_v18_168.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/565		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:565/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/565/full/full/0/default.jpg
p. 153		1720; 1721; 1722	17 Sep 1720 ; 17 Sep 1720	"mssST 57, v. 18"	"Correspondents: Knight, Mr. ; Shales, Mrs.."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096433	mssST_57_v18_169.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/566		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:566/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/566/full/full/0/default.jpg
p. 153 (sic)		1720; 1721; 1722		"mssST 57, v. 18"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096434	mssST_57_v18_170.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/567		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:567/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/567/full/full/0/default.jpg
p. 154		1720; 1721; 1722	17 Sep 1720	"mssST 57, v. 18"	"Correspondent: Gibson, Mr.."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096435	mssST_57_v18_171.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/568		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:568/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/568/full/full/0/default.jpg
p. 155		1720; 1721; 1722	18 Sep 1720	"mssST 57, v. 18"	"Correspondent: Gray, Mr.."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096436	mssST_57_v18_172.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/569		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:569/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/569/full/full/0/default.jpg
p. 156		1720; 1721; 1722	18 Sep 1720 ; 18 Sep 1720 ; 18 Sep 1720	"mssST 57, v. 18"	"Correspondents: Bright, Cousen ; Dobbins, Coll. ; Leigh, Mr.."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096437	mssST_57_v18_173.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/570		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:570/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/570/full/full/0/default.jpg
p. 157		1720; 1721; 1722	18 Sep 1720	"mssST 57, v. 18"	"Correspondent: Peters, Mr. Fra.."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096438	mssST_57_v18_174.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/571		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:571/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/571/full/full/0/default.jpg
p. 158		1720; 1721; 1722	18 Sep 1720	"mssST 57, v. 18"	"Correspondent: Cantillon, Mr.."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096439	mssST_57_v18_175.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/572		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:572/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/572/full/full/0/default.jpg
p. 159		1720; 1721; 1722	18 Sep 1720	"mssST 57, v. 18"	"Correspondent: Herricks, Mr.."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096440	mssST_57_v18_176.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/573		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:573/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/573/full/full/0/default.jpg
