Title	Creator	Date Searchable	Date	Call Number	Description	Notes	Subjects	Form/Genre	Contributor	Physical Collection	Physical Sub-Collection	Part of Object	Catalog Link	Rights	Digital Collection	Digitization Specifications	Date Digitized	Cataloger	Project Administrator	Unique Digital Identifier	Object File Name	Reference URL	IIIF Object Manifest Link	IIIF Page Manifest Link	IIIF Page Image Manifest Link
index iv		1720; 1721; 1722		"mssST 57, v. 18"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096274	mssST_57_v18_010.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/407		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:407/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/407/full/full/0/default.jpg
index v		1720; 1721; 1722		"mssST 57, v. 18"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096275	mssST_57_v18_011.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/408		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:408/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/408/full/full/0/default.jpg
index vi		1720; 1721; 1722		"mssST 57, v. 18"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096276	mssST_57_v18_012.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/409		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:409/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/409/full/full/0/default.jpg
index vii		1720; 1721; 1722		"mssST 57, v. 18"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096277	mssST_57_v18_013.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/410		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:410/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/410/full/full/0/default.jpg
index viii		1720; 1721; 1722		"mssST 57, v. 18"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096278	mssST_57_v18_014.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/411		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:411/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/411/full/full/0/default.jpg
p. 1		1720; 1721; 1722	27 Feb 1720 ; 27 Feb 1720	"mssST 57, v. 18"	"Correspondents: Dutry, Sir Dennis. ; Decker, Sir Matthew"					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096279	mssST_57_v18_015.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/412		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:412/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/412/full/full/0/default.jpg
p. 2		1720; 1721; 1722	27 Feb 1720	"mssST 57, v. 18"	"Correspondent: Walpole, Mr."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096280	mssST_57_v18_016.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/413		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:413/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/413/full/full/0/default.jpg
p. 3		1720; 1721; 1722	1 Mar 1720	"mssST 57, v. 18"	"Correspondent: Pells, Mr.."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096281	mssST_57_v18_017.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/414		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:414/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/414/full/full/0/default.jpg
p. 4		1720; 1721; 1722	1 Mar 1720 ; 14 Mar 1720	"mssST 57, v. 18"	"Correspondents: Bunt, Mr ; More, Mr.."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096282	mssST_57_v18_018.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/415		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:415/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/415/full/full/0/default.jpg
p. 5		1720; 1721; 1722	14 Mar 1720	"mssST 57, v. 18"	"Correspondent: Townsend, Lieut. Coll.."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096283	mssST_57_v18_019.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/416		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:416/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/416/full/full/0/default.jpg
p. 6		1720; 1721; 1722		"mssST 57, v. 18"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096284	mssST_57_v18_020.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/417		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:417/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/417/full/full/0/default.jpg
p. 7		1720; 1721; 1722	18 Mar 1720	"mssST 57, v. 18"	"Correspondent: Gibson, Mr.."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096285	mssST_57_v18_021.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/418		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:418/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/418/full/full/0/default.jpg
p. 8		1720; 1721; 1722	18 Mar 1720	"mssST 57, v. 18"	"Correspondent: Guildford, Ld.."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096286	mssST_57_v18_022.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/419		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:419/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/419/full/full/0/default.jpg
p. 9		1720; 1721; 1722	18 Mar 1720 ; 18 Mar 1720	"mssST 57, v. 18"	"Correspondents: Carendon, E. of ; Gordon, Sir Wm."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096287	mssST_57_v18_023.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/420		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:420/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/420/full/full/0/default.jpg
p. 10		1720; 1721; 1722	18 Mar 1720 ; 18 Mar 1720 ; 18 Mar 1720	"mssST 57, v. 18"	"Correspondents: Paymaster, Mr. Mead ; Stevenson, Mr. ; Tacomb, Mr."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096288	mssST_57_v18_024.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/421		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:421/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/421/full/full/0/default.jpg
p. 11		1720; 1721; 1722	18 Mar 1720	"mssST 57, v. 18"	"Correspondent: Decker, Sir Matthew."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096289	mssST_57_v18_025.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/422		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:422/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/422/full/full/0/default.jpg
p. 12		1720; 1721; 1722	18 Mar 1720 ; 18 Mar 1720 ; 18 Mar 1720	"mssST 57, v. 18"	"Correspondents: Berkly, E. of ; Hoskins, Sir Hungerford ; Plumtree, Mr.."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096290	mssST_57_v18_026.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/423		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:423/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/423/full/full/0/default.jpg
p. 13		1720; 1721; 1722	18 Mar 1720	"mssST 57, v. 18"	"Correspondent: Lane, Mr.."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096291	mssST_57_v18_027.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/424		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:424/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/424/full/full/0/default.jpg
p. 14		1720; 1721; 1722	18 Mar 1720 ; 18 Mar 1720	"mssST 57, v. 18"	"Correspondents: Pitts, Mr. ; Todrell, Mr."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096292	mssST_57_v18_028.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/425		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:425/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/425/full/full/0/default.jpg
p. 15		1720; 1721; 1722	28 Mar 1720 ; 18 Mar 1720 ; 21 Mar 1720	"mssST 57, v. 18"	"Correspondents: Mehmet, M ; Westmorland, E of ; Gibson, Mr.."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096293	mssST_57_v18_029.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/426		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:426/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/426/full/full/0/default.jpg
p. 16		1720; 1721; 1722		"mssST 57, v. 18"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096294	mssST_57_v18_030.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/427		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:427/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/427/full/full/0/default.jpg
p. 17		1720; 1721; 1722	21 Mar 1720 ; 21 Mar 1720 ; 21 Mar 1720	"mssST 57, v. 18"	"Correspondents: Benson, Mr ; Levitt, Dr ; Lumly, Sir James."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096295	mssST_57_v18_031.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/428		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:428/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/428/full/full/0/default.jpg
p. 18		1720; 1721; 1722	28 Mar 1720	"mssST 57, v. 18"	"Correspondent: Fits, Mr. Pels."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096296	mssST_57_v18_032.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/429		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:429/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/429/full/full/0/default.jpg
p. 19		1720; 1721; 1722	29 Mar 1720 ; 29 Mar 1720	"mssST 57, v. 18"	"Correspondents: Bolton, Dchss of ; Hammond, Mr.."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096297	mssST_57_v18_033.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/430		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:430/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/430/full/full/0/default.jpg
p. 20		1720; 1721; 1722	29 Mar 1720	"mssST 57, v. 18"	"Correspondent: Clark, Sir Tabot, Bart."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096298	mssST_57_v18_034.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/431		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:431/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/431/full/full/0/default.jpg
p. 21		1720; 1721; 1722	29 Mar 1720 ; 29 Mar 1720	"mssST 57, v. 18"	"Correspondents: Pitts, Mr. ; Hoskins, Sir Hungerford."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096299	mssST_57_v18_035.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/432		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:432/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/432/full/full/0/default.jpg
p. 22		1720; 1721; 1722		"mssST 57, v. 18"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 18 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2020:09:25	B. Black ; M. Einaudi	V. Wilkie	1096300	mssST_57_v18_036.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/433		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:433/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/433/full/full/0/default.jpg
