Title	Creator	Date Searchable	Date	Call Number	Description	Notes	Subjects	Form/Genre	Contributor	Physical Collection	Physical Sub-Collection	Part of Object	Catalog Link	Rights	Digital Collection	Digitization Specifications	Date Digitized	Cataloger	Project Administrator	Unique Digital Identifier	Object File Name	Reference URL	IIIF Object Manifest Link	IIIF Page Manifest Link	IIIF Page Image Manifest Link
p. 4			3 July 1722	"mssST 57, v. 21"	"Correspondent: Gold, Merriman & Fuller."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 21 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:10:24 15:36:18	B. Black ; M. Einaudi	V. Wilkie	1100113	mssST_57_v21_010.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1233		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1233/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1233/full/full/0/default.jpg
p. 5			3 July 1722	"mssST 57, v. 21"	Correspondent: Booth (Cap t).					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 21 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:10:24 15:36:28	B. Black ; M. Einaudi	V. Wilkie	1100114	mssST_57_v21_011.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1234		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1234/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1234/full/full/0/default.jpg
p. 6				"mssST 57, v. 21"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 21 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:10:24 15:36:38	B. Black ; M. Einaudi	V. Wilkie	1100115	mssST_57_v21_012.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1235		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1235/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1235/full/full/0/default.jpg
p. 7				"mssST 57, v. 21"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 21 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:10:24 15:36:47	B. Black ; M. Einaudi	V. Wilkie	1100116	mssST_57_v21_013.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1236		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1236/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1236/full/full/0/default.jpg
p. 8				"mssST 57, v. 21"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 21 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:10:24 15:36:57	B. Black ; M. Einaudi	V. Wilkie	1100117	mssST_57_v21_014.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1237		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1237/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1237/full/full/0/default.jpg
p. 9			7 July 1722	"mssST 57, v. 21"	Correspondent: Phillips (Mr).					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 21 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:10:24 15:37:07	B. Black ; M. Einaudi	V. Wilkie	1100118	mssST_57_v21_015.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1238		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1238/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1238/full/full/0/default.jpg
p. 10				"mssST 57, v. 21"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 21 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:10:24 15:37:17	B. Black ; M. Einaudi	V. Wilkie	1100119	mssST_57_v21_016.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1239		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1239/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1239/full/full/0/default.jpg
p. 11				"mssST 57, v. 21"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 21 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:10:24 15:37:27	B. Black ; M. Einaudi	V. Wilkie	1100120	mssST_57_v21_017.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1240		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1240/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1240/full/full/0/default.jpg
p. 12			7 July 1722	"mssST 57, v. 21"	Correspondent: Baldwin (Mr).					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 21 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:10:24 15:37:37	B. Black ; M. Einaudi	V. Wilkie	1100121	mssST_57_v21_018.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1241		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1241/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1241/full/full/0/default.jpg
p. 13				"mssST 57, v. 21"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 21 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:10:24 15:37:46	B. Black ; M. Einaudi	V. Wilkie	1100122	mssST_57_v21_019.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1242		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1242/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1242/full/full/0/default.jpg
p. 14				"mssST 57, v. 21"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 21 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:10:24 15:37:56	B. Black ; M. Einaudi	V. Wilkie	1100123	mssST_57_v21_020.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1243		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1243/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1243/full/full/0/default.jpg
p. 15				"mssST 57, v. 21"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 21 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:10:24 15:38:05	B. Black ; M. Einaudi	V. Wilkie	1100124	mssST_57_v21_021.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1244		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1244/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1244/full/full/0/default.jpg
p. 16			7 July 1722	"mssST 57, v. 21"	Correspondent: Combes (Mr).					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 21 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:10:24 15:38:15	B. Black ; M. Einaudi	V. Wilkie	1100125	mssST_57_v21_022.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1245		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1245/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1245/full/full/0/default.jpg
p. 17			9 July 1722	"mssST 57, v. 21"	Correspondent: Brydges (Mr of Tweskbuy).					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 21 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:10:24 15:38:24	B. Black ; M. Einaudi	V. Wilkie	1100126	mssST_57_v21_023.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1246		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1246/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1246/full/full/0/default.jpg
p. 18				"mssST 57, v. 21"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 21 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:10:24 15:38:33	B. Black ; M. Einaudi	V. Wilkie	1100127	mssST_57_v21_024.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1247		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1247/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1247/full/full/0/default.jpg
p. 19				"mssST 57, v. 21"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 21 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:10:24 15:38:43	B. Black ; M. Einaudi	V. Wilkie	1100128	mssST_57_v21_025.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1248		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1248/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1248/full/full/0/default.jpg
p. 20			10 July 1722	"mssST 57, v. 21"	Correspondent: Molineux (Mr).					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 21 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:10:24 15:38:52	B. Black ; M. Einaudi	V. Wilkie	1100129	mssST_57_v21_026.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1249		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1249/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1249/full/full/0/default.jpg
p. 21			10 July 1722	"mssST 57, v. 21"	Correspondent: Harrison (Mr).					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 21 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:10:24 15:39:01	B. Black ; M. Einaudi	V. Wilkie	1100130	mssST_57_v21_027.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1250		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1250/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1250/full/full/0/default.jpg
p. 22			10 July 1722	"mssST 57, v. 21"	Correspondent: Brydges (Coz n).					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 21 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:10:24 15:39:11	B. Black ; M. Einaudi	V. Wilkie	1100131	mssST_57_v21_028.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1251		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1251/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1251/full/full/0/default.jpg
p. 23			10 July 1722	"mssST 57, v. 21"	Correspondent: Pels & Sons (Mr).					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 21 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:10:24 15:39:20	B. Black ; M. Einaudi	V. Wilkie	1100132	mssST_57_v21_029.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1252		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1252/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1252/full/full/0/default.jpg
p. 24			10 July 1722	"mssST 57, v. 21"	Correspondent: Grosveneor (Mr).					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 21 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:10:24 15:39:29	B. Black ; M. Einaudi	V. Wilkie	1100133	mssST_57_v21_030.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1253		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1253/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1253/full/full/0/default.jpg
p. 25				"mssST 57, v. 21"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 21 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:10:24 15:39:39	B. Black ; M. Einaudi	V. Wilkie	1100134	mssST_57_v21_031.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1254		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1254/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1254/full/full/0/default.jpg
p. 26				"mssST 57, v. 21"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 21 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:10:24 15:39:49	B. Black ; M. Einaudi	V. Wilkie	1100135	mssST_57_v21_032.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1255		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1255/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1255/full/full/0/default.jpg
p. 27				"mssST 57, v. 21"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 21 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:10:24 15:40:01	B. Black ; M. Einaudi	V. Wilkie	1100136	mssST_57_v21_033.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1256		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1256/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1256/full/full/0/default.jpg
p. 28			9 July 1722	"mssST 57, v. 21"	"Correspondent: Benard, (Chev r)."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 21 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:10:24 15:40:10	B. Black ; M. Einaudi	V. Wilkie	1100137	mssST_57_v21_034.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1257		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1257/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1257/full/full/0/default.jpg
p. 29				"mssST 57, v. 21"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 21 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:10:24 15:40:19	B. Black ; M. Einaudi	V. Wilkie	1100138	mssST_57_v21_035.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1258		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1258/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1258/full/full/0/default.jpg
p. 30			21 July 1722	"mssST 57, v. 21"	Correspondent: Arburthnot (Mr).					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 21 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:10:24 15:40:28	B. Black ; M. Einaudi	V. Wilkie	1100139	mssST_57_v21_036.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1259		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1259/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1259/full/full/0/default.jpg
p. 31			21 July 1722	"mssST 57, v. 21"	"Correspondent: Benard, (Chev r)."					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 21 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:10:24 15:40:37	B. Black ; M. Einaudi	V. Wilkie	1100140	mssST_57_v21_037.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1260		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1260/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1260/full/full/0/default.jpg
p. 32			23 July 1722	"mssST 57, v. 21"	Correspondent: Carnarwan (Marq).					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 21 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:10:24 15:40:47	B. Black ; M. Einaudi	V. Wilkie	1100141	mssST_57_v21_038.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1261		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1261/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1261/full/full/0/default.jpg
p. 33				"mssST 57, v. 21"						"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 21 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:10:24 15:40:56	B. Black ; M. Einaudi	V. Wilkie	1100142	mssST_57_v21_039.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1262		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1262/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1262/full/full/0/default.jpg
p. 34			21 July 1722	"mssST 57, v. 21"	Correspondent: Cantillon & Hughs (?).					"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 21 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:10:24 15:41:05	B. Black ; M. Einaudi	V. Wilkie	1100143	mssST_57_v21_040.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1263		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1263/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1263/full/full/0/default.jpg
