Title	Creator	Date Searchable	Date	Call Number	Description	Notes	Subjects	Form/Genre	Contributor	Physical Collection	Physical Sub-Collection	Part of Object	Catalog Link	Rights	Digital Collection	Digitization Specifications	Date Digitized	Cataloger	Project Administrator	Unique Digital Identifier	Object File Name	Reference URL	IIIF Object Manifest Link	IIIF Page Manifest Link	IIIF Page Image Manifest Link
"Brydges Out-Letter Book of 1st Duke of Chandos, ST 57, Vol. 17."	"Chandos, James Brydges, Duke of, 1674-1744."	1719; 1720	1719-1720	"mssST 57, v. 17"	"Copy book of outgoing letters by Brydges, James, 1st duke of Chandos."			Letters (correspondence) Great Britain. (aat) ; Letterbooks Great Britain. (aat) ; Manuscripts (documents) Great Britain 18th century. (aat)		"Stowe papers, 1175-1919 (bulk 1600-1900)."	ST Volumes	Volume 17 of ST 57	https://catalog.huntington.org/record=b1526828	"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers			B. Black ; M. Einaudi	V. Wilkie			http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/397	http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:397/manifest.json		
front cover		1719; 1720		"mssST 57, v. 17"						"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095863	mssST_57_v17_001.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/0		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:0/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/0/full/full/0/default.jpg
inside front cover		1719; 1720		"mssST 57, v. 17"						"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095864	mssST_57_v17_002.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1/full/full/0/default.jpg
flyleaf i recto		1719; 1720		"mssST 57, v. 17"						"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095865	mssST_57_v17_003.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/2		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:2/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/2/full/full/0/default.jpg
flyleaf i verso		1719; 1720		"mssST 57, v. 17"						"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095866	mssST_57_v17_004.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/3		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:3/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/3/full/full/0/default.jpg
flyleaf ii recto		1719; 1720		"mssST 57, v. 17"						"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095867	mssST_57_v17_005.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/4		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:4/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/4/full/full/0/default.jpg
flyleaf ii verso		1719; 1720		"mssST 57, v. 17"						"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095868	mssST_57_v17_006.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/5		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:5/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/5/full/full/0/default.jpg
p. 1		1719; 1720	8 Feb 1719/20	"mssST 57, v. 17"	Correspondent: Law (Monseigneur).					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095869	mssST_57_v17_007.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/6		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:6/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/6/full/full/0/default.jpg
p. 2		1719; 1720	8 Feb 1719/20	"mssST 57, v. 17"	"Correspondent: Woodhouse, Mr Fra."					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095870	mssST_57_v17_008.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/7		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:7/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/7/full/full/0/default.jpg
p. 3		1719; 1720	10 Jan 1720/21 ; 9 Feb 1719/20	"mssST 57, v. 17"	Correspondents: Hereford (Cap't) ; More (Mr Arthur).					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095871	mssST_57_v17_009.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/8		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:8/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/8/full/full/0/default.jpg
p. 4		1719; 1720	13 Feb 1719/20	"mssST 57, v. 17"	Correspondent: Carendon (Earl of).					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095872	mssST_57_v17_010.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/9		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:9/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/9/full/full/0/default.jpg
p. 5		1719; 1720	13 Feb 1719/20 ; 13 Feb 1719/20	"mssST 57, v. 17"	"Correspondents: Bason (W) ; Walters, Peter Esq."					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095873	mssST_57_v17_011.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/10		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:10/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/10/full/full/0/default.jpg
p. 6		1719; 1720	13 Feb 1719/20	"mssST 57, v. 17"	Correspondent: Hoskins (Sir Hung d).					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095874	mssST_57_v17_012.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/11		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:11/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/11/full/full/0/default.jpg
p. 7		1719; 1720		"mssST 57, v. 17"						"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095875	mssST_57_v17_013.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/12		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:12/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/12/full/full/0/default.jpg
p. 8		1719; 1720	13 Feb 1719/20 ; 13 Feb 1719/20	"mssST 57, v. 17"	"Correspondents: Shippen (Dr) ; Westfaling, Herb'rud Esqr."					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095876	mssST_57_v17_014.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/13		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:13/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/13/full/full/0/default.jpg
p. 9		1719; 1720	15 Feb 1719/20 ; 15 Feb 1719/20	"mssST 57, v. 17"	"Correspondents: Sloper, Wm Esqr ; Treby, Secy at War."					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095877	mssST_57_v17_015.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/14		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:14/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/14/full/full/0/default.jpg
p. 10		1719; 1720		"mssST 57, v. 17"						"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095878	mssST_57_v17_016.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/15		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:15/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/15/full/full/0/default.jpg
p. 11		1719; 1720	15 Feb 1719/20	"mssST 57, v. 17"	Correspondent: Hart (Moses).					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095879	mssST_57_v17_017.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/16		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:16/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/16/full/full/0/default.jpg
p. 12		1719; 1720		"mssST 57, v. 17"						"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095880	mssST_57_v17_018.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/17		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:17/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/17/full/full/0/default.jpg
p. 13		1719; 1720		"mssST 57, v. 17"						"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095881	mssST_57_v17_019.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/18		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:18/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/18/full/full/0/default.jpg
p. 14		1719; 1720	18 Feb 1719/20	"mssST 57, v. 17"	Correspondent: Hamond (Ant.).					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095882	mssST_57_v17_020.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/19		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:19/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/19/full/full/0/default.jpg
p. 15		1719; 1720		"mssST 57, v. 17"						"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095883	mssST_57_v17_021.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/20		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:20/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/20/full/full/0/default.jpg
p. 16		1719; 1720	18 Feb 1719/20	"mssST 57, v. 17"	Correspondent: Nelthrop (Mrs).					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095884	mssST_57_v17_022.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/21		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:21/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/21/full/full/0/default.jpg
p. 17		1719; 1720	4 Feb 1719/20	"mssST 57, v. 17"	Correspondent: Pels (of Amst) .					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095885	mssST_57_v17_023.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/22		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:22/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/22/full/full/0/default.jpg
p. 18		1719; 1720	30 Sep 1720	"mssST 57, v. 17"	Correspondent: Jones (Mr of Mainstone).					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095886	mssST_57_v17_024.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/23		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:23/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/23/full/full/0/default.jpg
p. 19		1719; 1720		"mssST 57, v. 17"						"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095887	mssST_57_v17_025.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/24		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:24/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/24/full/full/0/default.jpg
p. 20		1719; 1720	19 Feb 1719/20 ; 15 Feb 1719/20	"mssST 57, v. 17"	"Correspondents: Cantillon (Mr) ; Meadows, Sr Philp."					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095888	mssST_57_v17_026.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/25		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:25/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/25/full/full/0/default.jpg
p. 21		1719; 1720	21 Feb 1719/20	"mssST 57, v. 17"	Correspondent: Lansdown (Lord).					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095889	mssST_57_v17_027.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/26		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:26/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/26/full/full/0/default.jpg
p. 22		1719; 1720	21 Feb 1719/20	"mssST 57, v. 17"	Correspondent: Hamerstein (Gen'l).					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095890	mssST_57_v17_028.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/27		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:27/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/27/full/full/0/default.jpg
p. 23		1719; 1720		"mssST 57, v. 17"						"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095891	mssST_57_v17_029.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/28		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:28/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/28/full/full/0/default.jpg
p. 24		1719; 1720		"mssST 57, v. 17"						"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095892	mssST_57_v17_030.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/29		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:29/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/29/full/full/0/default.jpg
p. 25		1719; 1720	25 Feb 1719/20 ; 22 Feb 1719/20	"mssST 57, v. 17"	Correspondents: Harversham (Lady) ; Noel (Mrs).					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095893	mssST_57_v17_031.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/30		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:30/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/30/full/full/0/default.jpg
p. 26		1719; 1720	18 Feb 1719/20	"mssST 57, v. 17"	Correspondent: Pels (of Amst).					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095894	mssST_57_v17_032.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/31		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:31/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/31/full/full/0/default.jpg
p. 27		1719; 1720	3 Mar 1719/20	"mssST 57, v. 17"	"Correspondent: Warburton, Mrs."					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095895	mssST_57_v17_033.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/32		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:32/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/32/full/full/0/default.jpg
p. 28		1719; 1720		"mssST 57, v. 17"						"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095896	mssST_57_v17_034.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/33		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:33/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/33/full/full/0/default.jpg
p. 29		1719; 1720		"mssST 57, v. 17"						"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095897	mssST_57_v17_035.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/34		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:34/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/34/full/full/0/default.jpg
p. 30		1719; 1720	7 Mar 1719/20 ; 27 Feb 1719/20	"mssST 57, v. 17"	Correspondents: Brerewood (Mr) ; Pels (of Amst).					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095898	mssST_57_v17_036.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/35		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:35/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/35/full/full/0/default.jpg
p. 31		1719; 1720		"mssST 57, v. 17"						"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095899	mssST_57_v17_037.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/36		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:36/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/36/full/full/0/default.jpg
p. 32		1719; 1720	9 Mar 1719/20	"mssST 57, v. 17"	Correspondent: Capper (Mr).					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095900	mssST_57_v17_038.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/37		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:37/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/37/full/full/0/default.jpg
p. 33		1719; 1720	15 Mar 1719/20	"mssST 57, v. 17"	"Correspondent: Woodhouse, Mr Fra."					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095901	mssST_57_v17_039.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/38		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:38/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/38/full/full/0/default.jpg
p. 34		1719; 1720		"mssST 57, v. 17"						"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095902	mssST_57_v17_040.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/39		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:39/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/39/full/full/0/default.jpg
p. 35		1719; 1720		"mssST 57, v. 17"						"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 17 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:25	B. Black ; M. Einaudi	V. Wilkie	1095903	mssST_57_v17_041.tif	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/40		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:40/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/40/full/full/0/default.jpg
