Title	Creator	Date Searchable	Date	Call Number	Description	Notes	Subjects	Form/Genre	Contributor	Physical Collection	Physical Sub-Collection	Part of Object	Catalog Link	Rights	Digital Collection	Digitization Specifications	Date Digitized	Cataloger	Project Administrator	Unique Digital Identifier	Object File Name	Reference URL	IIIF Object Manifest Link	IIIF Page Manifest Link	IIIF Page Image Manifest Link
p. 4			28 Mar 1724	"mssST 57, v. 24"	Correspondent: Harrison (Counsellor).					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 24 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:28	B. Black ; M. Einaudi	V. Wilkie	1100478	mssST_57_v24_010.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1599		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1599/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1599/full/full/0/default.jpg
p. 5				"mssST 57, v. 24"						"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 24 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:28	B. Black ; M. Einaudi	V. Wilkie	1100479	mssST_57_v24_011.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1600		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1600/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1600/full/full/0/default.jpg
p. 6			30 Mar 1724 ; 28 Mar 1724	"mssST 57, v. 24"	Correspondents: Caswell (Sir George) ; Cole (Mr of y l Customh).					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 24 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:28	B. Black ; M. Einaudi	V. Wilkie	1100480	mssST_57_v24_012.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1601		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1601/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1601/full/full/0/default.jpg
p. 7			28 Mar 1724	"mssST 57, v. 24"	Correspondent: Stear (Mr).					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 24 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:28	B. Black ; M. Einaudi	V. Wilkie	1100481	mssST_57_v24_013.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1602		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1602/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1602/full/full/0/default.jpg
p. 8			31 Mar 1724 ; 31 Mar 1724	"mssST 57, v. 24"	Correspondents: Pels & Fils a Amsterd m (Mess rs) ; Pels & Fils a Amsterd m (Mess rs).					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 24 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:28	B. Black ; M. Einaudi	V. Wilkie	1100482	mssST_57_v24_014.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1603		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1603/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1603/full/full/0/default.jpg
p. 9				"mssST 57, v. 24"						"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 24 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:28	B. Black ; M. Einaudi	V. Wilkie	1100483	mssST_57_v24_015.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1604		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1604/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1604/full/full/0/default.jpg
p. 10			31 Mar 1724	"mssST 57, v. 24"	Correspondent: Backer (Mess Cornelius & John).					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 24 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:28	B. Black ; M. Einaudi	V. Wilkie	1100484	mssST_57_v24_016.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1605		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1605/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1605/full/full/0/default.jpg
p. 11				"mssST 57, v. 24"						"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 24 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:28	B. Black ; M. Einaudi	V. Wilkie	1100485	mssST_57_v24_017.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1606		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1606/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1606/full/full/0/default.jpg
p. 12				"mssST 57, v. 24"						"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 24 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:28	B. Black ; M. Einaudi	V. Wilkie	1100486	mssST_57_v24_018.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1607		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1607/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1607/full/full/0/default.jpg
p. 13			2 Apr 1724	"mssST 57, v. 24"	Correspondent: Morgan (Rev d Mr).					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 24 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:28	B. Black ; M. Einaudi	V. Wilkie	1100487	mssST_57_v24_019.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1608		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1608/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1608/full/full/0/default.jpg
p. 14				"mssST 57, v. 24"						"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 24 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:28	B. Black ; M. Einaudi	V. Wilkie	1100488	mssST_57_v24_020.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1609		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1609/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1609/full/full/0/default.jpg
p. 15			2 Apr 1724	"mssST 57, v. 24"	"Correspondent: Tinker at Cape Coast, Mr."					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 24 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:28	B. Black ; M. Einaudi	V. Wilkie	1100489	mssST_57_v24_021.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1610		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1610/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1610/full/full/0/default.jpg
p. 16			2 Apr 1724	"mssST 57, v. 24"	Correspondent: Harstongue (Mrs).					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 24 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:28	B. Black ; M. Einaudi	V. Wilkie	1100490	mssST_57_v24_022.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1611		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1611/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1611/full/full/0/default.jpg
p. 17			2 Apr 1724	"mssST 57, v. 24"	"Correspondent: Tinker at Cape Coast, Mr."					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 24 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:28	B. Black ; M. Einaudi	V. Wilkie	1100491	mssST_57_v24_023.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1612		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1612/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1612/full/full/0/default.jpg
p. 18			4 Apr 1724	"mssST 57, v. 24"	Correspondent: Jackson (Sir Phillip).					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 24 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:28	B. Black ; M. Einaudi	V. Wilkie	1100492	mssST_57_v24_024.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1613		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1613/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1613/full/full/0/default.jpg
p. 19			4 Apr 1724	"mssST 57, v. 24"	Correspondent: Harrison (Counsellor).					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 24 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:28	B. Black ; M. Einaudi	V. Wilkie	1100493	mssST_57_v24_025.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1614		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1614/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1614/full/full/0/default.jpg
p. 20			4 Apr 1724 ; 23 Apr 1724	"mssST 57, v. 24"	Correspondents: Oakeley (Cap) ; Stear (Mr).					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 24 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:28	B. Black ; M. Einaudi	V. Wilkie	1100494	mssST_57_v24_026.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1615		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1615/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1615/full/full/0/default.jpg
p. 21				"mssST 57, v. 24"						"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 24 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:28	B. Black ; M. Einaudi	V. Wilkie	1100495	mssST_57_v24_027.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1616		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1616/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1616/full/full/0/default.jpg
p. 22			11 Apr 1724	"mssST 57, v. 24"	Correspondent: Harrison (Counsellor).					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 24 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:28	B. Black ; M. Einaudi	V. Wilkie	1100496	mssST_57_v24_028.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1617		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1617/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1617/full/full/0/default.jpg
p. 23			13 Apr 1724	"mssST 57, v. 24"	Correspondent: Borroughs (Cap).					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 24 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:28	B. Black ; M. Einaudi	V. Wilkie	1100497	mssST_57_v24_029.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1618		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1618/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1618/full/full/0/default.jpg
p. 24			13 Apr 1724	"mssST 57, v. 24"	Correspondent: Jenkins (Rev d Mr).					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 24 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:28	B. Black ; M. Einaudi	V. Wilkie	1100498	mssST_57_v24_030.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1619		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1619/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1619/full/full/0/default.jpg
p. 25			24 Apr 1724	"mssST 57, v. 24"	Correspondent: Arnold (Mr) of the Coar Office.					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 24 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:28	B. Black ; M. Einaudi	V. Wilkie	1100499	mssST_57_v24_031.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1620		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1620/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1620/full/full/0/default.jpg
p. 26			14 Apr 1724 ; 14 Apr 1724	"mssST 57, v. 24"	Correspondents: Fowke (Coll o) ; Hays (Mr).					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 24 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:28	B. Black ; M. Einaudi	V. Wilkie	1100500	mssST_57_v24_032.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1621		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1621/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1621/full/full/0/default.jpg
p. 27			16 Apr 1724 ; 16 Apr 1724	"mssST 57, v. 24"	Correspondents: Darthmouth (Lord) ; Price of Knighton (Mr).					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 24 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:28	B. Black ; M. Einaudi	V. Wilkie	1100501	mssST_57_v24_033.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1622		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1622/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1622/full/full/0/default.jpg
p. 28			16 Apr 1724	"mssST 57, v. 24"	Correspondent: Oakeley (Cap).					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 24 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:28	B. Black ; M. Einaudi	V. Wilkie	1100502	mssST_57_v24_034.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1623		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1623/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1623/full/full/0/default.jpg
p. 29			16 Apr 1724	"mssST 57, v. 24"	Correspondent: Harrison (Counsellor).					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 24 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:28	B. Black ; M. Einaudi	V. Wilkie	1100503	mssST_57_v24_035.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1624		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1624/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1624/full/full/0/default.jpg
p. 30				"mssST 57, v. 24"						"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 24 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:28	B. Black ; M. Einaudi	V. Wilkie	1100504	mssST_57_v24_036.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1625		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1625/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1625/full/full/0/default.jpg
p. 31			17 Apr 1724	"mssST 57, v. 24"	Correspondent: Pels & Fils a Amsterd m (Mess rs).					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 24 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:28	B. Black ; M. Einaudi	V. Wilkie	1100505	mssST_57_v24_037.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1626		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1626/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1626/full/full/0/default.jpg
p. 32				"mssST 57, v. 24"						"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 24 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:28	B. Black ; M. Einaudi	V. Wilkie	1100506	mssST_57_v24_038.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1627		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1627/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1627/full/full/0/default.jpg
p. 33			18 Apr 1724	"mssST 57, v. 24"	Correspondent: Robinson (Mr).					"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 24 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:28	B. Black ; M. Einaudi	V. Wilkie	1100507	mssST_57_v24_039.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1628		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1628/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1628/full/full/0/default.jpg
p. 34				"mssST 57, v. 24"						"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 24 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:28	B. Black ; M. Einaudi	V. Wilkie	1100508	mssST_57_v24_040.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1629		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1629/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1629/full/full/0/default.jpg
p. 35				"mssST 57, v. 24"						"Stowe papers, 1175-1919 (bulk 1600-1900)."		Volume 24 of ST 57		"For information on using Huntington Library materials, please see Reproductions of Huntington Library Holdings: https://www.huntington.org/library-rights-permissions"	Stowe Papers	High resolution	2022:09:28	B. Black ; M. Einaudi	V. Wilkie	1100509	mssST_57_v24_041.jpg	http://cdm16003.contentdm.oclc.org/cdm/ref/collection/p16003coll20/id/1630		http://cdm16003.contentdm.oclc.org/iiif/p16003coll20:1630/manifest.json	http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1630/full/full/0/default.jpg
