Shelfmark,UV URL,Page Label,Date,Type,Note
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.1v,No Date,Book Description,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.2r,"2,6,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.2v,"2,9,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.2v,"2,13,21",Correspondence,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.3r,"2,13,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.3v,"2,15,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.4r,"3,24,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.4r,"4,5,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.4v,"4,13,21",Correspondence,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.5r,"4,13,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.5v,"4,19,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.5v,"4,21,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.6r,"4,26,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.6r,"4,28,21",Correspondence,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.6v,"4,28,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.6v,"5,4,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.7r,"5,5,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.7r,"5,25,21",Correspondence,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.7v,"5,25,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.7v,"6,9,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.8r,"6,15,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.8r,"6,14,21",Correspondence,Date out of order
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.8v,"6,14,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.8v,"6,22,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.9r,"7,6,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.9v,"7,25,21",Correspondence,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.10r,"7,25,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.10v,"7,27,21",Correspondence,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.11r,"7,27,21",Correspondence,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.11v,"7,27,21",Correspondence,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.12r,"7,27,21",Correspondence,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.12v,"7,27,21",Correspondence,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.13r,"7,27,21",Correspondence,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.13v,"7,27,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.14r,"8,3,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.14r,"8,11,21",Correspondence,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.14v,"8,11,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.15r,"8,16,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.15r,"8,25,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.15v,"9,1,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.16r,"10,5,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.16r,"10,13,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.16r,"10,20,21",Correspondence,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.16v,"10,20,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.16v,"10,30,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.16v,"10,31,21",Correspondence,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.17r,"10,31,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.17v,"11,11,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.17v,"11,17,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.18r,"11,29,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.18r,"12,6,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.18v,"12,13,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.18v,"12,14,21",Correspondence,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.19r,"12,14,21",Correspondence,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.19v,"12,14,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.19v,"12,29,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.20r,"12,30,21",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.20r,"12,29,21",Correspondence,Date out of order
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.20v,"1,2,22",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.20v,"1,22,22",Correspondence,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.21r,"1,22,22",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.21r,"1,25,22",Correspondence,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.21v,"1,25,22",Correspondence,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.22r,"1,25,22",Correspondence,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.22v,"1,25,22",Correspondence,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.23r,"1,25,22",Correspondence,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.23v,"1,25,22",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.24r,"1,24,22",Correspondence,Date out of order
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.24r,"1,31,22",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.24v,"2,5,22",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.24v,"2,6,22",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.24v,"2,7,22",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.25r,"2,12,22",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.25r,"2,15,22",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.25r,"2,20,22",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.25v,"2,22,22",Correspondence,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.26r,"2,22,22",Correspondence,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.26v,"2,22,22",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.26v,"2,23,22",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.27r,"3,1,22",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.27r,"3,2,22",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.27r,"3,7,22",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.27v,"3,12,22",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.27v,"3,16,22",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.27v,"3,21,22",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.27v,"3,22,22",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.28r,"3,24,22",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.28r,"3,29,22",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.28r,"4,4,22",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.28v,"4,6,22",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.28v,"4,13,22",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.29r,"4,19,22",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.29r,"4,20,22",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.29r,"5,11,22",Correspondence,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.29v,"5,11,22",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.29v,"5,12,22",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.30r,"5,14,22",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.30r,"6,12,22",Correspondence,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.30v,"6,12,22",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.30v,"7,13,22",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.31r,"7,25,22",Correspondence,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.31v,"7,25,22",Correspondence,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.32r,"7,25,22",Correspondence,
,,,,,
MS 25556,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441644.0x000001,f.32r,"7,26,22",Correspondence,
,,,,,
