Shelfmark,UV URL,Page Label,Date,Type
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.95v,"8,22,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.96r,"8,22,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.96v,"8,22,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.97r,"8,22,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.97v,"8,22,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.98r,"8,22,23",Meeting Minutes
,,,,
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.98v,"8,29,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.99r,"8,29,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.99v,"8,29,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.100r,"8,29,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.100v,"8,29,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.101r,"8,29,23",Meeting Minutes
,,,,
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.101r,"9,5,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.101v,"9,5,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.102r,"9,5,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.102v,"9,5,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.103r,"9,5,23",Meeting Minutes
,,,,
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.103r,"9,12,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.103v,"9,12,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.104r,"9,12,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.104v,"9,12,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.105r,"9,12,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.105v,"9,12,23",Meeting Minutes
,,,,
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.105v,"9,19,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.106r,"9,19,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.106v,"9,19,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.107r,"9,19,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.107v,"9,19,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.108r,"9,19,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.108v,"9,19,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.109r,"9,19,23",Meeting Minutes
,,,,
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.109v,"9,25,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.110r,"9,25,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.110v,"9,25,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.111r,"9,25,23",Meeting Minutes
,,,,
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.111r,"10,3,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.111v,"10,3,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.112r,"10,3,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.112v,"10,3,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.113r,"10,3,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.113v,"10,3,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.114r,"10,3,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.114v,"10,3,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.115r,"10,3,23",Meeting Minutes
,,,,
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.115v,"10,10,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.116r,"10,10,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.116v,"10,10,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.117r,"10,10,23",Meeting Minutes
,,,,
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.117r,"10,17,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.117v,"10,17,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.118r,"10,17,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.118v,"10,17,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.119r,"10,17,23",Meeting Minutes
,,,,
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.119r,"10,24,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.119v,"10,24,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.120r,"10,24,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.120v,"10,24,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.121r,"10,24,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.121r,"10,24,23",Meeting Minutes
,,,,
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.122r,"11,4,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.122v,"11,4,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.123r,"11,4,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.123v,"11,4,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.124r,"11,4,23",Meeting Minutes
,,,,
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.124r,"11,14,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.124v,"11,14,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.125r,"11,14,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.125v,"11,14,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.126r,"11,14,23",Meeting Minutes
,,,,
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.126v,"11,21,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.127r,"11,21,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.127v,"11,21,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.128r,"11,21,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.128v,"11,21,23",Meeting Minutes
,,,,
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.128v,"11,28,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.129r,"11,28,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.129v,"11,28,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.130r,"11,28,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.130v,"11,28,23",Meeting Minutes
,,,,
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.131r,"12,5,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.131v,"12,5,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.132r,"12,5,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.132v,"12,5,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.133r,"12,5,23",Meeting Minutes
,,,,
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.133v ,blank,
,,,,
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.134r,"12,12,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.134v,"12,12,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.135r,"12,12,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.135v,"12,12,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.136r,"12,12,23",Meeting Minutes
,,,,
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.136v,"12,19,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.37r,"12,19,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.137v,"12,19,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.138r,"12,19,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.138v,"12,19,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.139r,"12,19,23",Meeting Minutes
,,,,
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.139r,"12,24,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.139v,"12,24,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.140r,"12,24,23",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.140v,"12,24,23",Meeting Minutes
,,,,
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.140v,,Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.141r,"1,2,24",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.141v,"1,2,24",Meeting Minutes
,,,,
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.141v,"1,9,24",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.142r,"1,9,24",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.142v,"1,9,24",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.143r,"1,9,24",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.143v,"1,9,24",Meeting Minutes
,,,,
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.144r,"1,16,24",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.144v,"1,16,24",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.145r,"1,16,24",Meeting Minutes
,,,,
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.145v,"1,17,24",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.146r,"1,17,24",Meeting Minutes
,,,,
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.146v,"1,21,24",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.147r,"1,21,24",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.147v,"1,21,24",Meeting Minutes
,,,,
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.147v,"1,22,24",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.148r,"1,22,24",Meeting Minutes
,,,,
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.148r,"1,23,24",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.148v,"1,23,24",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.149r,"1,23,24",Meeting Minutes
,,,,
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.149v,"1,29,24",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.150r,"1,29,24",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.150v,"1,29,24",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.151r,"1,29,24",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.151v,"1,29,24",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.152r,"1,29,24",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.152v,"1,29,24",Meeting Minutes
Add MS 25501,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182439486.0x000001,f.153r,"1,29,24",Meeting Minutes
