Shelfmark,UV URL,Page Label,Date,Type,Note
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.1r,"1,2,17",Meeting Minutes,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.1v,"1,2,17",Meeting Minutes,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.2r,"1,2,17",Meeting Minutes,
,,,,,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.2v,"1,10,17",Meeting Minutes,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.3r,"1,10,17",Meeting Minutes,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.3v,"1,10,17",Meeting Minutes,
,,,,,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.4r,"1,16,17",Meeting Minutes,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.4v,"1,16,17",Meeting Minutes,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.5r,"1,16,17",Meeting Minutes,
,,,,,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.5v,"1,23,17",Meeting Minutes,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.6r,"1,23,17",Meeting Minutes,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.6v,"1,23,17",Meeting Minutes,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.7r,"1,23,17",Meeting Minutes,
,,,,,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.7v,"1,31,17",Meeting Minutes,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.8r,"1,31,17",Meeting Minutes,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.8v,"1,31,17",Meeting Minutes,
,,,,,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.9r,"2,6,17",Meeting Minutes,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.9v,"2,6,17",Meeting Minutes,
,,,,,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.10r,"2,8,17",Meeting Minutes,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.10v,"2,8,17",Meeting Minutes,
,,,,,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.114r,n/d ,undated notes,
,,,,,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.11r,"2,13,17",Meeting Minutes,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.11v,"2,13,17",Meeting Minutes,
,,,,,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.12r,"2,14,17",Meeting Minutes,
,,,,,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.12v,"2,20,17",Meeting Minutes,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.13r,"2,20,17",Meeting Minutes,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.13v,"2,20,17",Meeting Minutes,
,,,,,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.14r,"2,22,17",Meeting Minutes,
,,,,,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.14v,"2,27,17",Meeting Minutes,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.15r,"2,27,17",Meeting Minutes,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.15v,"2,27,17",Meeting Minutes,
,,,,,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.16r,"3,6,17",Meeting Minutes,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.16v,"3,6,17",Meeting Minutes,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.17r,"3,6,17",Meeting Minutes,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.17v,"3,6,17",Meeting Minutes,
,,,,,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.18r,"3,13,17",Meeting Minutes,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.18v,"3,13,17",Meeting Minutes,
,,,,,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.19r,"3,20,17",Meeting Minutes,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.19v,"3,20,17",Meeting Minutes,
,,,,,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.20r,"3,27,17",Meeting Minutes,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.20v,"3,27,17",Meeting Minutes,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.21r,"3,27,17",Meeting Minutes,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.21v,"3,27,17",Meeting Minutes,
,,,,,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.22r,"4,2,17",Meeting Minutes,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.22v,"4,2,17",Meeting Minutes,
,,,,,
Add MS 25497,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182438259.0x000001 ,f.23r,"4,10,17",Meeting Minutes,
