Shelfmark,UV URL,Page Label,Date,Type,Notes,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.41v,"5,8,35",Correspondence,"same date as prevous entry, but different entry",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.42r,"5,15,35",Correspondence,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.42r,"12,4,35",Correspondence,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.42v,"12,4,35",Correspondence,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.43r,"12,4,35",Correspondence,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.43v,"12,4,35",Correspondence,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.44r,"12,4,35",Correspondence,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.44v,"12,4,35",Correspondence,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.45r,"12,4,35",Correspondence,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.45v,"12,4,35",Correspondence,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.46r,"12,4,35",Correspondence,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.46v,"12,4,35",Correspondence,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.47r,"12,4,35",Correspondence,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.47v,"12,4,35",Correspondence,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.48r,"12,12,35",Correspondence,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.48v,"12,12,35",Correspondence,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.49r,"1,27,36",Correspondence,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.49r,"1,27,36",Correspondence,"same date as prevous entry, but different entry",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.49v,"3,5,36",Correspondence,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.50r,"3,5,36",Correspondence,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.50v,"3,5,36",Correspondence,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.51r,"3,5,36",Correspondence,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.51v,"3,5,36",Correspondence,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.51v,"3,5,36",Correspondence,"same date as prevous entry, but different entry",,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.52r,"3,5,36",Correspondence,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.52r,"12,16,36",Correspondence,significant time between entries,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.52v,"1,21,37",Correspondence,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.53r,"1,21,37",Correspondence,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.53v,"1,21,37",Correspondence,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.54r,"1,21,37",Correspondence,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.54r,"1,26,37",Correspondence,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.54v,"1,28,37",Correspondence,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.54v,"2,24,37",Correspondence,"same date as prevous entry, but different entry",,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.55r,"2,24,37",Correspondence,,,,,,,,,,,,,,,,,,,,
