Shelfmark,UV URL,Page Label,Date,Type,Notes
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.79r,"4,21,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.79v,"4,21,25",Instructions,
,,,,,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.80r,"4,21,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.80v,"4,21,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.81r,"4,21,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.81v,"4,21,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.82r,"4,21,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.82v,"4,21,25",Instructions,
,,,,,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.83r,"7,15,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.83v,"7,15,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.84r,"7,15,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.84v,"7,15,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.85r,"7,15,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.85v,"7,15,25",Instructions,
,,,,,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.86r,"7,15,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.86v,"7,15,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.87r,"7,15,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.87v,"7,15,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.88r,"7,15,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.88v,"7,15,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.89r,"7,15,25",Instructions,
,,,,,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.89v,"7,8,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.90r,"7,8,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.90v,"7,8,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.91r,"7,8,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.91v,"7,8,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.92r,"7,8,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.93r,"7,8,25",Instructions,
,,,,,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.93v,"7,22,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.94r,"7,22,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.94v,"7,22,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.95r,"7,22,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.95v,"7,22,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.96r,"7,22,25",Instructions,
,,,,,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.96v,"7,25,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.97r,"7,25,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.97v,"7,25,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.98r,"7,25,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.98v,"7,25,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.99r,"7,25,25",Instructions,
,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.99v,"7,25,25",Instructions,
,,,,,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.100r,"9,9,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.100v,"9,9,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.101r,"9,9,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.101v,"9,9,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.102r,"9,9,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.102v,"9,9,25",Instructions,
,,,,,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.103r,"9,9,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.103v,"9,9,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.104r,"9,9,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.104v,"9,9,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.105r,"9,9,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.105v,"9,9,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.106r,"9,9,25",Instructions,
,,,,,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.106v,"10,4,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.107r,"10,4,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.107v,"10,4,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.108r,"10,4,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.108v,"10,4,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.109r,"10,4,25",Instructions,
,,,,,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.109v,"10,28,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.110r,"10,28,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.110v,"10,28,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.111r,"10,28,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.111v,"10,28,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.112r,"10,28,25",Instructions,
,,,,,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.112v,"10,28,25",Instructions,
MS 25567,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442488.0x000001,f.113r,"10,28,25",Instructions,
