Shelfmark,UV URL,Page Label,Date,Type,Note
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.1r,"4,5,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.1v,"4,5,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.2r,"4,5,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.2v,"4,5,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.3r,"4,5,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.3v,"4,5,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.4r,"4,5,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.4v,"4,5,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.5r,"4,5,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.5v,"4,5,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.6r,"4,5,34",Meeting Minutes,
,,,,,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.6v,"4,9,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.7r,"4,9,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.7v,"4,9,34",Meeting Minutes,
,,,,,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.8r,"4,10,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.8v,"4,10,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.9r,"4,10,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.9v,"4,10,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.10r,"4,10,34",Meeting Minutes,
,,,,,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.10v,"4,26,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.11r,"4,26,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.11v,"4,26,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.12r,"4,26,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.12v,"4,26,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.13r,"4,26,34",Meeting Minutes,
,,,,,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.13v,"5,3,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.14r,"5,3,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.14v,"5,3,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.15r,"5,3,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.15v,"5,3,34",Meeting Minutes,
,,,,,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.16r,"5,8,34",Meeting Minutes,
,,,,,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.16v,"5,9,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.17r,"5,9,34",Meeting Minutes,
,,,,,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.17v,"5,10,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.18r,"5,10,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.18v,"5,10,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.19r,"5,10,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.19v,"5,10,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.20r,"5,10,34",Meeting Minutes,
,,,,,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.20v,"5,17,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.21r,"5,17,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.21v,"5,17,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.22r,"5,17,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.22v,"5,17,34",Meeting Minutes,
MS 25507,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440218.0x000001,f.23r,"5,17,34",Meeting Minutes,
