VOYAGEID,ID,Captive name,Shipper,Owner A,Owner B,,,,,,,,,,,
135456,802981,Child,,"Wood, Green",,,,,,,,,,,,
135456,802982,Child,,"Wood, Green",,,,,,,,,,,,
135456,802983,Leazti,,"Wood, Green",,,,,,,,,,,,
135456,802984,Bob,,"Wood, Green",,,,,,,,,,,,
135456,802985,Letty,,"Wood, Green",,,,,,,,,,,,
135456,802986,Patsy,,"Wood, Green",,,,,,,,,,,,
135456,802987,Rose,,"Wood, Green",,,,,,,,,,,,
135456,802988,Romulus,"Groesbeck, A.",,,,,,,,,,,,,
135456,802989,Sarah,"Groesbeck, A.",,,,,,,,,,,,,
136172,802990,Adeline,,"Edwards, John C.",,,,,,,,,,,,
136172,802991,Ellis,,"Dickson, Thomas",,,,,,,,,,,,
136172,802992,John,,"Dickson, Thomas",,,,,,,,,,,,
136172,802993,Lewis,,"Dickson, Thomas",,,,,,,,,,,,
136172,802994,Rose,,"Dickson, Thomas",,,,,,,,,,,,
136172,802995,Rose's infant,,"Dickson, Thomas",,,,,,,,,,,,
136172,802996,Maria,,"Dickson, Thomas",,,,,,,,,,,,
136172,802997,Sue,,"Dickson, Thomas",,,,,,,,,,,,
135457,802998,Peter,,"White, J.R.",,,,,,,,,,,,
135457,802999,Burrell,,"White, J.R.",,,,,,,,,,,,
136172,803000,Ben,,"Cosnahan, J.B.",,,,,,,,,,,,
136172,803001,Calum,,"Cosnahan, J.B.",,,,,,,,,,,,
136172,803002,Pinck,,"Cosnahan, J.B.",,,,,,,,,,,,
136172,803003,Louisa,,"Cosnahan, J.B.",,,,,,,,,,,,
136172,803004,Judy,,"Cosnahan, J.B.",,,,,,,,,,,,
136172,803005,Charlotte,,,,,,,,,,,,,,
136172,803006,Ellen,,,,,,,,,,,,,,
136172,803007,Tom,,,,,,,,,,,,,,
136172,803008,Michill,,,,,,,,,,,,,,
136172,803009,Rebecca,,,,,,,,,,,,,,
136172,803010,Ginge,,"Smith, J.",,,,,,,,,,,,
135458,803011,Reuben,,"Bowie, G.J.",,,,,,,,,,,,
135458,803012,Dinah,,"Bowie, G.J.",,,,,,,,,,,,
135458,803013,Starben,,"Bowie, G.J.",,,,,,,,,,,,
135458,803014,Jordan,,"Bowie, G.J.",,,,,,,,,,,,
135458,803015,Parris,,"Bowie, G.J.",,,,,,,,,,,,
135458,803016,Reuben,,"Bowie, G.J.",,,,,,,,,,,,
135458,803017,Isaac,,"Bowie, G.J.",,,,,,,,,,,,
135458,803018,Bob,,"Bowie, G.J.",,,,,,,,,,,,
135458,803019,Jim,,"Bowie, G.J.",,,,,,,,,,,,
135458,803020,Mischel,,"Bowie, G.J.",,,,,,,,,,,,
135458,803021,Daniel,,"Bowie, G.J.",,,,,,,,,,,,
135458,803022,Rainy,,"Bowie, G.J.",,,,,,,,,,,,
135458,803023,Meesh,,"Bowie, G.J.",,,,,,,,,,,,
135458,803024,Elisa,,"Bowie, G.J.",,,,,,,,,,,,
135458,803025,Rachel,,"Bowie, G.J.",,,,,,,,,,,,
135458,803026,Maryann,,"Bowie, G.J.",,,,,,,,,,,,
135458,803027,Philis,,"Bowie, G.J.",,,,,,,,,,,,
135458,803028,Patsy,,"Bowie, G.J.",,,,,,,,,,,,
135458,803029,Patsy's infant,,"Bowie, G.J.",,,,,,,,,,,,
135458,803030,Winn,,"Bowie, G.J.",,,,,,,,,,,,
135458,803031,William,,"Bowie, G.J.",,,,,,,,,,,,
135458,803032,Nelson,,"Bowie, G.J.",,,,,,,,,,,,
135458,803033,Alexander,,"Bowie, G.J.",,,,,,,,,,,,
135458,803034,Tampay,,"Bowie, G.J.",,,,,,,,,,,,
135458,803035,Judith,,"Bowie, G.J.",,,,,,,,,,,,
135458,803036,Silvester,,"Bowie, G.J.",,,,,,,,,,,,
135458,803037,Hannah,,"Bowie, G.J.",,,,,,,,,,,,
135458,803038,Kinksey,,"Bowie, G.J.",,,,,,,,,,,,
135458,803039,Lewis,,"Bowie, G.J.",,,,,,,,,,,,
135458,803040,Sam,,"Bowie, G.J.",,,,,,,,,,,,
135458,803041,Betsey,,"Bowie, G.J.",,,,,,,,,,,,
135458,803042,Amelia,,"Bowie, G.J.",,,,,,,,,,,,
135458,803043,Mary,,"Bowie, G.J.",,,,,,,,,,,,
135458,803044,Adam,,"Bowie, G.J.",,,,,,,,,,,,
135458,803045,Andrew,,"Bowie, G.J.",,,,,,,,,,,,
135458,803046,Richard,,"Bowie, G.J.",,,,,,,,,,,,
135458,803047,Minerva,,"Bowie, G.J.",,,,,,,,,,,,
135458,803048,Calum,,"Bowie, G.J.",,,,,,,,,,,,
135458,803049,Isaac,,"Bowie, G.J.",,,,,,,,,,,,
135458,803050,Elijah,,"Bowie, G.J.",,,,,,,,,,,,
135458,803051,Catherine,,"Bowie, G.J.",,,,,,,,,,,,
135458,803052,Henry,,"Bowie, G.J.",,,,,,,,,,,,
135458,803053,Aggy,,"Bowie, G.J.",,,,,,,,,,,,
135458,803054,Jordan,,"Bowie, G.J.",,,,,,,,,,,,
135458,803055,Edwin,,"Bowie, G.J.",,,,,,,,,,,,
135458,803056,Ann Elisa,,"Bowie, G.J.",,,,,,,,,,,,
135458,803057,Georgiana,,"Bowie, G.J.",,,,,,,,,,,,
135458,803058,Marcina,,"Bowie, G.J.",,,,,,,,,,,,
135458,803059,Sally,,"Bowie, G.J.",,,,,,,,,,,,
135458,803060,Sophie Ann,,"Bowie, G.J.",,,,,,,,,,,,
135458,803061,Mathilda,,"Bowie, G.J.",,,,,,,,,,,,
135458,803062,Dianah,,"Bowie, G.J.",,,,,,,,,,,,
135458,803063,Isaiah,,"Bowie, G.J.",,,,,,,,,,,,
135458,803064,Solomon,,"Bowie, G.J.",,,,,,,,,,,,
135458,803065,Lucy,,"Bowie, G.J.",,,,,,,,,,,,
135459,803066,Stetney,,"Bell, Bennett",,,,,,,,,,,,
135459,803067,Jim,,"Bell, Bennett",,,,,,,,,,,,
135459,803068,Lee,,"Bell, Bennett",,,,,,,,,,,,
135459,803069,Jim,,"Bell, Bennett",,,,,,,,,,,,
135459,803070,Mansfield,,"Bell, Bennett",,,,,,,,,,,,
135459,803071,Aleck,,"Bell, Bennett",,,,,,,,,,,,
135459,803072,Russ,,"Bell, Bennett",,,,,,,,,,,,
135459,803073,Peter,,"Bell, Bennett",,,,,,,,,,,,
135459,803074,Martin,,"Bell, Bennett",,,,,,,,,,,,
135459,803075,Simon,,"Bell, Bennett",,,,,,,,,,,,
135459,803076,Gus,,"Bell, Bennett",,,,,,,,,,,,
135459,803077,Ransom,,"Bell, Bennett",,,,,,,,,,,,
135459,803078,Jim,,"Bell, Bennett",,,,,,,,,,,,
135459,803079,Mary,,"Bell, Bennett",,,,,,,,,,,,
135459,803080,Lucy,,"Bell, Bennett",,,,,,,,,,,,
135459,803081,Tempy,,"Bell, Bennett",,,,,,,,,,,,
135459,803082,Tempy's infant,,"Bell, Bennett",,,,,,,,,,,,
135459,803083,Ritter,,"Bell, Bennett",,,,,,,,,,,,
135459,803084,Ritter's infant,,"Bell, Bennett",,,,,,,,,,,,
135459,803085,Tempey,,"Bell, Bennett",,,,,,,,,,,,
135459,803086,Tempey's infant,,"Bell, Bennett",,,,,,,,,,,,
135459,803087,Rodd,,"Bell, Bennett",,,,,,,,,,,,
135459,803088,Jane,,"Bell, Bennett",,,,,,,,,,,,
135459,803089,Clara,,"Bell, Bennett",,,,,,,,,,,,
135459,803090,Elizabeth,,"Bell, Bennett",,,,,,,,,,,,
135459,803091,Flora,,"Bell, Bennett",,,,,,,,,,,,
135459,803092,Raus,,"Bell, Bennett",,,,,,,,,,,,
135459,803093,Calvin,,"Bell, Bennett",,,,,,,,,,,,
135459,803094,Purrus,,"Bell, Bennett",,,,,,,,,,,,
135459,803095,Norah,,"Bell, Bennett",,,,,,,,,,,,
135459,803096,Norah's infant,,"Bell, Bennett",,,,,,,,,,,,
135459,803097,Norah's infant,,"Bell, Bennett",,,,,,,,,,,,
135459,803098,Aime,,"Bell, Bennett",,,,,,,,,,,,
135459,803099,Caroline,,"Bell, Bennett",,,,,,,,,,,,
135459,803100,Jane,,"Bell, Bennett",,,,,,,,,,,,
135459,803101,Kelly,,"Bell, Bennett",,,,,,,,,,,,
135459,803102,Charity,,"Bell, Bennett",,,,,,,,,,,,
135459,803103,Lewis,,"Bell, Bennett",,,,,,,,,,,,
135459,803104,Jack,,"Bell, Bennett",,,,,,,,,,,,
135459,803105,Milly,"Smith, J.",,,,,,,,,,,,,
135459,803106,Mahala,"Smith, J.",,,,,,,,,,,,,
135459,803107,Mahala,"Smith, J.",,,,,,,,,,,,,
135459,803108,Phebe,"Smith, J.",,,,,,,,,,,,,
135459,803109,Muse,"Smith, J.",,,,,,,,,,,,,
135459,803110,Dillaly,"Smith, J.",,,,,,,,,,,,,
135459,803111,Jim,"Smith, J.",,,,,,,,,,,,,
135459,803112,Bill,"Smith, J.",,,,,,,,,,,,,
135459,803113,Masoni,"Smith, J.",,,,,,,,,,,,,
135459,803114,Lucy,"Smith, J.",,,,,,,,,,,,,
135459,803115,Joe,"Smith, J.",,,,,,,,,,,,,
135459,803116,Lewis,"Smith, J.",,,,,,,,,,,,,
135459,803117,Griff,"Smith, J.",,,,,,,,,,,,,
135459,803118,Griff's child,"Smith, J.",,,,,,,,,,,,,
135459,803119,Purify,"Smith, J.",,,,,,,,,,,,,
135459,803120,Maria,"Smith, J.",,,,,,,,,,,,,
135459,803121,Mary Ann,,"Zimmerman, William F.",,,,,,,,,,,,
135459,803122,Viney,,"Hays, John",,,,,,,,,,,,
135459,803123,Dick,,"Hays, John",,,,,,,,,,,,
135459,803124,Celia,,"Hays, John",,,,,,,,,,,,
135459,803125,Celia's infant,,"Hays, John",,,,,,,,,,,,
135459,803126,Caroline,,"Hays, John",,,,,,,,,,,,
135459,803127,Noah,,"Hays, John",,,,,,,,,,,,
135459,803128,Reuben,,"Hays, John",,,,,,,,,,,,
135459,803129,Agnes,,"Hays, John",,,,,,,,,,,,
135460,803130,Hannah,,"Strange, C.D.",,,,,,,,,,,,
135460,803131,Alexander,,"Strange, C.D.",,,,,,,,,,,,
135460,803132,Delia,,"Strange, C.D.",,,,,,,,,,,,
135460,803133,Delia's infant,,"Strange, C.D.",,,,,,,,,,,,
135460,803134,Jim,,"Strange, C.D.",,,,,,,,,,,,
135460,803135,Charlotte,,"Strange, C.D.",,,,,,,,,,,,
135460,803136,Emily,,"Strange, C.D.",,,,,,,,,,,,
135460,803137,Riley,,"Strange, C.D.",,,,,,,,,,,,
135460,803138,Emanuel,,"Strange, C.D.",,,,,,,,,,,,
135460,803139,Frank,,"Strange, C.D.",,,,,,,,,,,,
135460,803140,Phointon,,"Strange, C.D.",,,,,,,,,,,,
135460,803141,Phillis,,"Strange, C.D.",,,,,,,,,,,,
135459,803142,Jim,,"Adams, Ballad",,,,,,,,,,,,
135459,803143,Phebe,,"Adams, Ballad",,,,,,,,,,,,
135459,803144,Phebe's infant,,"Adams, Ballad",,,,,,,,,,,,
135459,803145,Eliza,,"Adams, Ballad",,,,,,,,,,,,
135459,803146,Dorca,,"Adams, Ballad",,,,,,,,,,,,
135459,803147,Chloe,,"Adams, Ballad",,,,,,,,,,,,
135459,803148,Jane,,"Adams, Ballad",,,,,,,,,,,,
135459,803149,George,,"Adams, Ballad",,,,,,,,,,,,
135459,803150,Frank,,"Adams, Ballad",,,,,,,,,,,,
135459,803151,Lucius,,"Adams, Ballad",,,,,,,,,,,,
135459,803152,Henry,,"Adams, Ballad",,,,,,,,,,,,
135459,803153,Gabriel,,"Adams, Ballad",,,,,,,,,,,,
135459,803154,Sampson,,"Adams, Ballad",,,,,,,,,,,,
135459,803155,Rhody,,"Adams, Ballad",,,,,,,,,,,,
135459,803156,Margaret,,"Adams, Ballad",,,,,,,,,,,,
135459,803157,Jim,,"Adams, Ballad",,,,,,,,,,,,
135459,803158,Mary,,"Adams, Ballad",,,,,,,,,,,,
135459,803159,Ben,"Smith, J.",,,,,,,,,,,,,
135459,803160,Martha,"Smith, J.",,,,,,,,,,,,,
135459,803161,Nathan,"Smith, J.",,,,,,,,,,,,,
135459,803162,Patricia,"Smith, J.",,,,,,,,,,,,,
135459,803163,Rose,"Smith, J.",,,,,,,,,,,,,
135459,803164,Ann,"Smith, J.",,,,,,,,,,,,,
135459,803165,Hillary,"Smith, J.",,,,,,,,,,,,,
135459,803166,Darell,"Smith, J.",,,,,,,,,,,,,
135459,803167,Charles,"Smith, J.",,,,,,,,,,,,,
135459,803168,George,"Smith, J.",,,,,,,,,,,,,
135459,803169,John,"Smith, J.",,,,,,,,,,,,,
135459,803170,Ester,"Smith, J.",,,,,,,,,,,,,
135459,803171,Matilda,"Smith, J.",,,,,,,,,,,,,
135459,803172,Richey,"Smith, J.",,,,,,,,,,,,,
135459,803173,Rebecca,"Smith, J.",,,,,,,,,,,,,
135459,803174,Hannah,"Smith, J.",,,,,,,,,,,,,
135459,803175,Andrew,"Smith, J.",,,,,,,,,,,,,
135459,803176,Jim,"Smith, J.",,,,,,,,,,,,,
135459,803177,Washington,"Smith, J.",,,,,,,,,,,,,
135459,803178,Martha,"Smith, J.",,,,,,,,,,,,,
135459,803179,Virginia,"Smith, J.",,,,,,,,,,,,,
135459,803180,Adeline,"Smith, J.",,,,,,,,,,,,,
135459,803181,Sarah,"Smith, J.",,,,,,,,,,,,,
135459,803182,Margaret,"Smith, J.",,,,,,,,,,,,,
135461,803183,Stephen,,"Walters, G.T.",,,,,,,,,,,,
135461,803184,Addison,,"Walters, G.T.",,,,,,,,,,,,
135461,803185,Telly,,"Walters, G.T.",,,,,,,,,,,,
135461,803186,Salem,,"Walters, G.T.",,,,,,,,,,,,
135460,803187,Violet,,"Kirkwood, William B.",,,,,,,,,,,,
135461,803188,Ben,,"Lafon, H.",,,,,,,,,,,,
135461,803189,Cintha,,"Walcott, D.C.",,,,,,,,,,,,
135461,803190,Kate,,"Hill, A.W.",,,,,,,,,,,,
135461,803191,Sarah,,"Hill, A.W.",,,,,,,,,,,,
135461,803192,Gilford,,"Hill, A.W.",,,,,,,,,,,,
135461,803193,Charles,,"Hill, A.W.",,,,,,,,,,,,
135461,803194,Lucinda,,"Hill, A.W.",,,,,,,,,,,,
135461,803195,Orlin,,"Hill, A.W.",,,,,,,,,,,,
135461,803196,Sally,,"Glasscock, Henry",,,,,,,,,,,,
135461,803197,Chrisy,"Christian, James",,,,,,,,,,,,,
135461,803198,James,,"Greer, W.C.",,,,,,,,,,,,
135461,803199,Jackson,,"Greer, W.C.",,,,,,,,,,,,
135461,803200,Ben,,"Greer, W.C.",,,,,,,,,,,,
135461,803201,Sarah,,"Greer, W.C.",,,,,,,,,,,,
135461,803202,Ellsey,,"Greer, W.C.",,,,,,,,,,,,
135461,803203,Jannett,,"Greer, W.C.",,,,,,,,,,,,
135461,803204,James,,"Greer, W.C.",,,,,,,,,,,,
135461,803205,Tom,,"Greer, W.C.",,,,,,,,,,,,
135461,803206,Jesse,,"Greer, W.C.",,,,,,,,,,,,
135461,803207,Jack,,"Greer, W.C.",,,,,,,,,,,,
135461,803208,Racher,,"Neel, W.H.",,,,,,,,,,,,
135461,803209,Eugenia,,"Sobdell, J.W.",,,,,,,,,,,,
135461,803210,Juda,,"Aldridge, L.",,,,,,,,,,,,
135461,803211,Sarah,,"Aldridge, L.",,,,,,,,,,,,
135461,803212,Mary,,"Aldridge, L.",,,,,,,,,,,,
135461,803213,Amy,,"Aldridge, L.",,,,,,,,,,,,
135461,803214,Parolee,,"Aldridge, L.",,,,,,,,,,,,
135461,803215,Cabdoma,,"Aldridge, L.",,,,,,,,,,,,
135461,803216,Maria,,"Aldridge, L.",,,,,,,,,,,,
135461,803217,Lea,,"Aldridge, L.",,,,,,,,,,,,
135461,803218,Juda,,"Aldridge, L.",,,,,,,,,,,,
135461,803219,Agnes,,"Aldridge, L.",,,,,,,,,,,,
135461,803220,Frances,,"Aldridge, L.",,,,,,,,,,,,
135461,803221,Jimm,,"Aldridge, L.",,,,,,,,,,,,
135461,803222,Rading,,"Aldridge, L.",,,,,,,,,,,,
135461,803223,Jack,,"Aldridge, L.",,,,,,,,,,,,
135461,803224,Jacob,,"Aldridge, L.",,,,,,,,,,,,
135461,803225,Alfonso,,"Aldridge, L.",,,,,,,,,,,,
135461,803226,Mitchell,,"Aldridge, L.",,,,,,,,,,,,
135461,803227,John,,"Aldridge, L.",,,,,,,,,,,,
135461,803228,Nelson,,"Aldridge, L.",,,,,,,,,,,,
135461,803229,Cray,,"Aldridge, L.",,,,,,,,,,,,
135461,803230,Grace,,"Harper, R.",,,,,,,,,,,,
135461,803231,George,,"Harper, R.",,,,,,,,,,,,
135461,803232,Ned,,"Harper, R.",,,,,,,,,,,,
135461,803233,Blount,,"Harper, R.",,,,,,,,,,,,
135461,803234,Collier,,"Harper, R.",,,,,,,,,,,,
135461,803235,Peter,,"Harper, R.",,,,,,,,,,,,
135461,803236,Charlotte,,"Harper, R.",,,,,,,,,,,,
135461,803237,Lewis,,"Harper, R.",,,,,,,,,,,,
135461,803238,Charles,,"Harper, R.",,,,,,,,,,,,
135461,803239,Simon,,"Harper, R.",,,,,,,,,,,,
135461,803240,Abraham,,"Harper, R.",,,,,,,,,,,,
135461,803241,Rose,,"Harper, R.",,,,,,,,,,,,
135461,803242,Milton,,"Harper, R.",,,,,,,,,,,,
135461,803243,Harriett,,"Harper, R.",,,,,,,,,,,,
135461,803244,Rebecca,,"Harper, R.",,,,,,,,,,,,
135461,803245,Freeman,,"Harper, R.",,,,,,,,,,,,
135461,803246,Illegible,,"Kinney, P.M.",,,,,,,,,,,,
135461,803247,Lucucia,,"Kinney, P.M.",,,,,,,,,,,,
135461,803248,Lucucia's infant,,"Kinney, P.M.",,,,,,,,,,,,
135461,803249,Frank,,"Kinney, P.M.",,,,,,,,,,,,
135461,803250,Louisa,,"Pruit, Reuben",,,,,,,,,,,,
135461,803251,James,,"Pruit, Reuben",,,,,,,,,,,,
135461,803252,Ned,,"Pruit, Reuben",,,,,,,,,,,,
136173,803253,Bob,"Smith, J.",,,,,,,,,,,,,
136173,803254,Patsey,"Smith, J.",,,,,,,,,,,,,
136173,803255,Mary Ann,"Smith, J.",,,,,,,,,,,,,
136173,803256,Mick,"Smith, J.",,,,,,,,,,,,,
136173,803257,Liga,"Smith, J.",,,,,,,,,,,,,
136173,803258,Bob,"Smith, J.",,,,,,,,,,,,,
136173,803259,George,"Smith, J.",,,,,,,,,,,,,
136173,803260,Calvin,"Smith, J.",,,,,,,,,,,,,
136173,803261,Jim,"Smith, J.",,,,,,,,,,,,,
136173,803262,Austin,"Smith, J.",,,,,,,,,,,,,
136173,803263,Edmund,"Smith, J.",,,,,,,,,,,,,
136173,803264,John,"Smith, J.",,,,,,,,,,,,,
136173,803265,Jack,"Smith, J.",,,,,,,,,,,,,
136173,803266,Martha,"Smith, J.",,,,,,,,,,,,,
136173,803267,Jan,"Smith, J.",,,,,,,,,,,,,
136173,803268,Adaline,"Smith, J.",,,,,,,,,,,,,
136173,803269,Abby,"Smith, J.",,,,,,,,,,,,,
136173,803270,Jeney,,"Quartes, D.W.",,,,,,,,,,,,
136173,803271,Green,,"Quartes, D.W.",,,,,,,,,,,,
136173,803272,Peg,,"Quartes, D.W.",,,,,,,,,,,,
136173,803273,Maria,,"Quartes, D.W.",,,,,,,,,,,,
136173,803274,Lucy,,"Quartes, D.W.",,,,,,,,,,,,
136173,803275,Elvira,,"Quartes, D.W.",,,,,,,,,,,,
136173,803276,Louisa,,"Quartes, D.W.",,,,,,,,,,,,
136173,803277,Henry,,"Quartes, D.W.",,,,,,,,,,,,
136173,803278,Hiram,,"Quartes, D.W.",,,,,,,,,,,,
136173,803279,Ned,,"Quartes, D.W.",,,,,,,,,,,,
136173,803280,Scott,,"Quartes, D.W.",,,,,,,,,,,,
136173,803281,Sandy,,"Quartes, D.W.",,,,,,,,,,,,
136173,803282,Adam,,"Quartes, D.W.",,,,,,,,,,,,
136173,803283,Priss,,"Quartes, D.W.",,,,,,,,,,,,
136173,803284,Randall,,"Quartes, D.W.",,,,,,,,,,,,
136173,803285,Bob,,"Quartes, D.W.",,,,,,,,,,,,
136173,803286,Jacob,"Smith, J.",,,,,,,,,,,,,
136173,803287,Amerien,"Smith, J.",,,,,,,,,,,,,
136173,803288,Ben,"Smith, J.",,,,,,,,,,,,,
136173,803289,Louisa,"Smith, J.",,,,,,,,,,,,,
136173,803290,Oliver,"Smith, J.",,,,,,,,,,,,,
136173,803291,Nancy,"Smith, J.",,,,,,,,,,,,,
136173,803292,Larience,"Smith, J.",,,,,,,,,,,,,
136173,803293,Billy,"Smith, J.",,,,,,,,,,,,,
136173,803294,Mary,"Smith, J.",,,,,,,,,,,,,
136173,803295,Mary's infant Wesley,"Smith, J.",,,,,,,,,,,,,
136173,803296,Phebe,"Smith, J.",,,,,,,,,,,,,
136173,803297,Cresy,"Smith, J.",,,,,,,,,,,,,
136173,803298,William,"Smith, J.",,,,,,,,,,,,,
136173,803299,Emily,"Smith, J.",,,,,,,,,,,,,
136173,803300,Hereta,"Smith, J.",,,,,,,,,,,,,
136173,803301,Ellen,"Smith, J.",,,,,,,,,,,,,
136173,803302,Jim,"Smith, J.",,,,,,,,,,,,,
136173,803303,Judy,"Smith, J.",,,,,,,,,,,,,
136173,803304,Sarah Jane,"Smith, J.",,,,,,,,,,,,,
136173,803305,Elizabeth,"Smith, J.",,,,,,,,,,,,,
136173,803306,George,"Smith, J.",,,,,,,,,,,,,
136173,803307,Mary,"Smith, J.",,,,,,,,,,,,,
136173,803308,Jack,"Smith, J.",,,,,,,,,,,,,
136173,803309,Jenny,"Smith, J.",,,,,,,,,,,,,
136173,803310,John,"Smith, J.",,,,,,,,,,,,,
136173,803311,Wash,"Smith, J.",,,,,,,,,,,,,
136173,803312,Jane,"Smith, J.",,,,,,,,,,,,,
136173,803313,Ben,"Smith, J.",,,,,,,,,,,,,
136173,803314,Rebecca,"Smith, J.",,,,,,,,,,,,,
136173,803315,Rebecca's infant,"Smith, J.",,,,,,,,,,,,,
136173,803316,Patience,"Smith, J.",,,,,,,,,,,,,
136173,803317,Hannah,"Smith, J.",,,,,,,,,,,,,
136173,803318,Frank,"Smith, J.",,,,,,,,,,,,,
136173,803319,Martin,"Smith, J.",,,,,,,,,,,,,
136173,803320,Porter,"Smith, J.",,,,,,,,,,,,,
136173,803321,Sarah,"Smith, J.",,,,,,,,,,,,,
136173,803322,Judy,"Smith, J.",,,,,,,,,,,,,
135462,803323,Peter,,"Stone, H.L.",,,,,,,,,,,,
135462,803324,Lucinda,,"Wood, A.H.",,,,,,,,,,,,
135462,803325,Sylvia,,"Wood, A.H.",,,,,,,,,,,,
135462,803326,Emma,,"Wood, A.H.",,,,,,,,,,,,
135462,803327,Jane,,"Wood, A.H.",,,,,,,,,,,,
135462,803328,Rachael,,"Wood, A.H.",,,,,,,,,,,,
135462,803329,Jane,,"Wood, A.H.",,,,,,,,,,,,
135462,803330,Sam,"Place, Henry",,,,,,,,,,,,,
135462,803331,Ephraim,"Place, Henry",,,,,,,,,,,,,
135462,803332,Isaac,"Place, Henry",,,,,,,,,,,,,
135462,803333,Nat,"Place, Henry",,,,,,,,,,,,,
135462,803334,Prince,"Place, Henry",,,,,,,,,,,,,
135462,803335,Burrell,"Place, Henry",,,,,,,,,,,,,
135462,803336,Latel,"Place, Henry",,,,,,,,,,,,,
135462,803337,George,"Place, Henry",,,,,,,,,,,,,
135462,803338,Lucinda,"Place, Henry",,,,,,,,,,,,,
135462,803339,Anna,"Place, Henry",,,,,,,,,,,,,
135462,803340,Dorcas,"Place, Henry",,,,,,,,,,,,,
135462,803341,Susan,"Place, Henry",,,,,,,,,,,,,
135462,803342,Ally,,"Eustace, Joseph N.",,,,,,,,,,,,
135462,803343,Oliver,,"Eustace, Joseph N.",,,,,,,,,,,,
135462,803344,Tom,,"Eustace, Joseph N.",,,,,,,,,,,,
135462,803345,Cily,,"Eustace, Joseph N.",,,,,,,,,,,,
135462,803346,Kitty,,"Willie, A.H.",,,,,,,,,,,,
135462,803347,Clarissa,,"Willie, A.H.",,,,,,,,,,,,
135462,803348,Mary Ann,,"Willie, A.H.",,,,,,,,,,,,
135462,803349,Eliza,,"Willie, A.H.",,,,,,,,,,,,
135462,803350,Asa,,"Willie, A.H.",,,,,,,,,,,,
135462,803351,Edmund,,"Willie, A.H.",,,,,,,,,,,,
135462,803352,David,,"Willie, A.H.",,,,,,,,,,,,
135462,803353,Laura,,"Willie, A.H.",,,,,,,,,,,,
135462,803354,Caroline,,"Willie, A.H.",,,,,,,,,,,,
135462,803355,Jane,,"Willie, A.H.",,,,,,,,,,,,
135462,803356,Maria,,"Willie, A.H.",,,,,,,,,,,,
135462,803357,Betsy,,"Willie, A.H.",,,,,,,,,,,,
135462,803358,Whiting,"Place, Henry",,,,,,,,,,,,,
135462,803359,Charles,"Place, Henry",,,,,,,,,,,,,
135462,803360,Sam,"Place, Henry",,,,,,,,,,,,,
135462,803361,James,"Place, Henry",,,,,,,,,,,,,
135462,803362,Bunck,"Place, Henry",,,,,,,,,,,,,
135462,803363,Harry,"Place, Henry",,,,,,,,,,,,,
135462,803364,Winney,"Place, Henry",,,,,,,,,,,,,
135462,803365,Dulcy,"Place, Henry",,,,,,,,,,,,,
135462,803366,Phabe,"Place, Henry",,,,,,,,,,,,,
135462,803367,Bill,"Place, Henry",,,,,,,,,,,,,
135462,803368,Nicy,"Place, Henry",,,,,,,,,,,,,
135463,803369,Chloe,"Lamkin, W.H.",,,,,,,,,,,,,
135463,803370,Charles,"Smith, J.",,,,,,,,,,,,,
135463,803371,Sam,"Smith, J.",,,,,,,,,,,,,
135463,803372,Jim,"Smith, J.",,,,,,,,,,,,,
135463,803373,Bunk,"Smith, J.",,,,,,,,,,,,,
135463,803374,Harry,"Smith, J.",,,,,,,,,,,,,
135463,803375,Winey,"Smith, J.",,,,,,,,,,,,,
135463,803376,Dilsey,"Smith, J.",,,,,,,,,,,,,
135463,803377,Phebe,"Smith, J.",,,,,,,,,,,,,
135463,803378,Bill,"Smith, J.",,,,,,,,,,,,,
135463,803379,Nilly,"Smith, J.",,,,,,,,,,,,,
135463,803380,Sally,"Smith, J.",,,,,,,,,,,,,
135463,803381,Gabriel,"Smith, J.",,,,,,,,,,,,,
135463,803382,Linda,"Smith, J.",,,,,,,,,,,,,
135463,803383,Harriett,"Smith, J.",,,,,,,,,,,,,
135463,803384,Eliza,"Smith, J.",,,,,,,,,,,,,
135463,803385,Maria,"Smith, J.",,,,,,,,,,,,,
135463,803386,Miry,"Smith, J.",,,,,,,,,,,,,
135463,803387,Jasper,"Smith, J.",,,,,,,,,,,,,
135463,803388,Philip,"Smith, J.",,,,,,,,,,,,,
135463,803389,Albert,"Smith, J.",,,,,,,,,,,,,
135463,803390,Pansy,"Boyle, F.A.",,,,,,,,,,,,,
135463,803391,Viney,"Boyle, F.A.",,,,,,,,,,,,,
135463,803392,Jerry,"Boyle, F.A.",,,,,,,,,,,,,
135463,803393,Sidney,"Boyle, F.A.",,,,,,,,,,,,,
135463,803394,Walter,"Boyle, F.A.",,,,,,,,,,,,,
135462,803395,Peter,,"Allen, R.L.",,,,,,,,,,,,
135462,803396,Celia,,"Allen, R.L.",,,,,,,,,,,,
135462,803397,Hardy,,"Allen, R.L.",,,,,,,,,,,,
135462,803398,Lucy,,"Allen, R.L.",,,,,,,,,,,,
135462,803399,Orange,,"Allen, R.L.",,,,,,,,,,,,
135462,803400,John,,"Allen, R.L.",,,,,,,,,,,,
135462,803401,Asa,,"Allen, R.L.",,,,,,,,,,,,
135462,803402,Green,,"Allen, R.L.",,,,,,,,,,,,
135462,803403,Smithey,,"Allen, R.L.",,,,,,,,,,,,
