Shelfmark,UV URL,Page Label,Date,Type,Notes
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.1r,"2,14,33",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.1v,"2,28,33",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.2r,"3,14,33",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.2v,"3,16,33",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.3r,"3,19,33",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.3v,"3,21,33",Meeting minutes,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.4r,"3,21,33",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.4v,"3,28,33",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.5r,"4,11,33",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.5v,"4,18,33",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.6r,"6,27,33",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.6v,"6,28,33",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.7r,"7,3,33",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.7v,"7,5,33",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.8r,"7,11,33",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.8v,"7,18,33",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.9r,"7,25,33",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.9v,"10,18,33",Meeting minutes,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.10r,"10,18,33",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.10v,"10,24,33",Meeting minutes,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.11r,"10,24,33",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.11v,"11,1,33",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.12r,"11,8,33",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.12v,"11,22,33",Meeting minutes,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.13r,"11,22,33",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.13v,"11,23,33",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.14r,"11,28,33",Meeting minutes,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.14v,"11,28,33",Meeting minutes,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.15r,"11,28,33",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.15v,"11,29,33",Meeting minutes,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.16r,"11,29,33",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.16v,"11,30,33",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.17r,"12,11,33",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.17v,"12,28,33",Meeting minutes,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.18r,"12,28,33",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.18v,"1,10,34",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.19r,"1,16,34",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.19v,"1,22,34",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.20r,"1,29,34",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.20v,"2,5,34",Meeting minutes,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.21r,"2,5,34",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.21v,"2,6,34",Meeting minutes,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.22r,"2,6,34",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.22v,"2,14,34",Meeting minutes,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.23r,"2,14,34",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.23v,"3,13,34",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.24r,"3,20,34",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.24v,"3,29,34",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.25r,"4,2,34",Meeting minutes,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.25v,"4,2,34",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.26r,"4,3,34",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.26v,"5,9,34",Meeting minutes,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.27r,"5,9,34",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.27v,"5,14,34",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.28r,"5,16,34",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.28v,"5,17,34",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.29r,"5,22,34",Meeting minutes,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.29v,"5,22,34",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.30r,"5,24,34",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.30v,"5,28,34",Meeting minutes,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.31r,"5,28,34",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.31v,"5,30,34",Meeting minutes,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.32r,"5,30,34",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.32v,"6,18,34",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.33r,"6,20,34",Meeting minutes,
,,,,,
MS 25569,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442683.0x000001,f.33v,"6,26,34",Meeting minutes,
