Shelfmark,UV URL,Page Label,Date,Type,Note
Add MS 25496,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182437915.0x000001 ,f.1r,"2,5,15",Meeting Minutes,
,,,,,
Add MS 25496,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182437915.0x000001 ,f.1v,"2,9,15",Meeting Minutes,
Add MS 25496,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182437915.0x000001 ,f.2r,"2,9,15",Meeting Minutes,
Add MS 25496,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182437915.0x000001 ,f.2v,"2,9,15",Meeting Minutes,
Add MS 25496,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182437915.0x000001 ,f.3r,"2,9,15",Meeting Minutes,
Add MS 25496,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182437915.0x000001 ,f.3v,"2,9,15",Meeting Minutes,
,,,,,
Add MS 25496,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182437915.0x000001 ,f.4r,"2,16,15",Meeting Minutes,
Add MS 25496,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182437915.0x000001 ,f.4v,"2,16,15",Meeting Minutes,
Add MS 25496,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182437915.0x000001 ,f.5r,"2,16,15",Meeting Minutes,
Add MS 25496,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182437915.0x000001 ,f.5v,"2,16,15",Meeting Minutes,
,,,,,
Add MS 25496,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182437915.0x000001 ,f.6r,"2,18,15",Meeting Minutes,
Add MS 25496,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182437915.0x000001 ,f.6v,"2,18,15",Meeting Minutes,
Add MS 25496,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182437915.0x000001 ,f.7r,"2,18,15",Meeting Minutes,
Add MS 25496,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182437915.0x000001 ,f.7v,"2,18,15",Meeting Minutes,
,,,,,
Add MS 25496,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182437915.0x000001 ,f.8r,"2,23,15",Meeting Minutes,
Add MS 25496,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182437915.0x000001 ,f.8v,"2,23,15",Meeting Minutes,
Add MS 25496,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182437915.0x000001 ,f.9r,"2,23,15",Meeting Minutes,
