Shelfmark,UV URL,Page Label,Date,Type,Note
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.1r,"2,4,42",Meeting Minutes,Governors appointment and Oaths taken
,,,,,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.1r,"2,10,42",Meeting Minutes,Directors chosen
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.1v,"2,10,42",Meeting Minutes,Committees Appointed
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.2r,"2,10,42",Meeting Minutes,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.2v,"2,10,42",Meeting Minutes,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.3r,"2,10,42",Meeting Minutes,
,,,,,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.3r,"2,19,42",Meeting Minutes,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.3v,"2,19,42",Meeting Minutes,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.4r,"2,19,42",Meeting Minutes,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.4v,"2,19,42",Meeting Minutes,
,,,,,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.4v,"2,25,42",Meeting Minutes,
,,,,,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.5r,"3,3,42",Meeting Minutes,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.5v,"3,3,42",Meeting Minutes,
,,,,,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.6r,"3,5,42",Meeting Minutes,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.6v,"3,5,42",Meeting Minutes,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.7r,"3,5,42",Meeting Minutes,
,,,,,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.7r,"3,12,42",Meeting Minutes,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.7v,"3,12,42",Meeting Minutes,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.8r,"3,12,42",Meeting Minutes,
,,,,,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.8v,"3,25,42",Meeting Minutes,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.9r,"3,25,42",Meeting Minutes,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.9v,"3,25,42",Meeting Minutes,
,,,,,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.10r,"4,2,42",Meeting Minutes,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.10v,"4,2,42",Meeting Minutes,
,,,,,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.11r,"4,30,42",Meeting Minutes,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.11v,"4,30,42",Meeting Minutes,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.12r,"4,30,42",Meeting Minutes,
,,,,,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.12v,"5,7,42",Meeting Minutes,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.13r,"5,7,42",Meeting Minutes,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.13v,"5,7,42",Meeting Minutes,
,,,,,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.14r,"5,21,42",Meeting Minutes,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.14v,"5,21,42",Meeting Minutes,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.15r,"5,21,42",Meeting Minutes,
,,,,,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.15v,"5,27,42",Meeting Minutes,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.16r,"5,27,42",Meeting Minutes,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.16v,"5,27,42",Meeting Minutes,
,,,,,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.17r,"6,3,42",Meeting Minutes,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.17v,"6,3,42",Meeting Minutes,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.18r,"6,3,42",Meeting Minutes,
,,,,,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.18r,"6,9,42",Meeting Minutes,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.18v,"6,9,42",Meeting Minutes,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.19r,"6,9,42",Meeting Minutes,
,,,,,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.19v,"6,25,42",Meeting Minutes,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.20r,"6,25,42",Meeting Minutes,
MS 25511,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182440846.0x000001,f.20v,"6,25,42",Meeting Minutes,
,,,,,
