Shelfmark,UV URL,Page Label,Date,Type,Notes
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.2r,"9,26,11",Correspondence,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.2v,"9,26,11",Correspondence,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.3r,"9,26,11",Correspondence,
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.3r,"10,31,11",Correspondence,
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.3r,"11,22,11",Correspondence,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.3v,"11,22,11",Correspondence,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.4r,"11,22,11",Correspondence,
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.4r,"11,28,11",Correspondence,
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.4r,"12,7,11",Correspondence,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.4v,"12,7,11",Correspondence,
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.4v,"12,12,11",Correspondence,
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.5r,"12,20,11",Correspondence,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.5v,"12,20,11",Correspondence,
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.5v,"1,4,12",Correspondence,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.6r,"1,4,12",Correspondence,
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.6r,"1,11,12",Correspondence,
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.6r,"1,14,12",Correspondence,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.6v,"1,14,12",Correspondence,
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.6v,"1,23,12",Correspondence,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.7r,"1,23,12",Correspondence,
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.7r,"3,5,12",Correspondence,
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.7v,"3,19,12",Correspondence,
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.7v,"4,3,12",Correspondence,
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.8r,"5,7,12",Correspondence,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.8v,"5,7,12",Correspondence,
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.8v,"1,31,12",Correspondence,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.9r,"1,31,12",Correspondence,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.9v,"1,31,12",Correspondence,
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.9v,"5,23,12",Correspondence,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.10r,"5,23,12",Correspondence,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.10v,"5,23,12",Correspondence,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.11r,"5,23,12",Correspondence,
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.11r,"7,25,12",Correspondence,
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.11v,"8,15,12",Correspondence,
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.12r,"9,3,12",Correspondence,
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.12v,"9,25,12",Correspondence,
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.13r,"9,17,12",Correspondence,
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.13v,"10,1,12",Correspondence,
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.13v,"10,15,12",Correspondence,
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.13v,"10,31,12",Correspondence,
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.14r,"12,31,12",Correspondence,
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.14v,"2,23,13",Correspondence,
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.15r,"4,13,13",Correspondence,
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.15v,"5,9,13",Correspondence,
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.16r,"6,23,13",Correspondence,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.16v,"6,23,13",Correspondence,
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.17r,"7,8,13",Correspondence,
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.17v,"7,16,13",Correspondence,
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.18r,"7,22,13",Correspondence,
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.18v,"7,29,13",Correspondence,
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.18v,"7,28,13",Correspondence,
,,,,,
MS 25559,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441816.0x000001,f.18v,"8,26,13",Correspondence,
,,,,,
