Shelfmark,UV URL,Page Label,Date,Type,Note
MS 25495,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182437642.0x000001,f.1v,"8,7,12",Meeting Minutes,
,,,,,
MS 25495,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182437642.0x000001,f.2r,"8,13,12",Meeting Minutes,
MS 25495,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182437642.0x000001,f.2v,"8,13,12",Meeting Minutes,
,,,,,
MS 25495,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182437642.0x000001,f.3r,"8,15,12",Meeting Minutes,
MS 25495,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182437642.0x000001,f.3v,"8,15,12",Meeting Minutes,
MS 25495,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182437642.0x000001,f.4r,"8,15,12",Meeting Minutes,
MS 25495,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182437642.0x000001,f.4v,"8,15,12",Meeting Minutes,
,,,,,
MS 25495,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182437642.0x000001,f.4v,"8,20,12",Meeting Minutes,
MS 25495,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182437642.0x000001,f.5r,"8,20,12",Meeting Minutes,
MS 25495,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182437642.0x000001,f.5v,"8,20,12",Meeting Minutes,
MS 25495,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182437642.0x000001,f.6r,"8,20,12",Meeting Minutes,
,,,,,
MS 25495,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182437642.0x000001,f.6r,"8,27,12",Meeting Minutes,
MS 25495,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182437642.0x000001,f.6v,"8,27,12",Meeting Minutes,
MS 25495,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182437642.0x000001,f.7r,"8,27,12",Meeting Minutes,
MS 25495,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182437642.0x000001,f.7v,"8,27,12",Meeting Minutes,
MS 25495,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182437642.0x000001,f.8r,"8,27,12",Meeting Minutes,
,,,,,
MS 25495,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182437642.0x000001,f.8v,"9,10,12",Meeting Minutes,
MS 25495,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182437642.0x000001,f.9r,"9,10,12",Meeting Minutes,
,,,,,
