5	Slave insurrection	1
1	Vessel attacked from shore	2
2	Vessel's boats attacked from shore	3
6	Cut-off (meaning unclear)	4
4	Three or more slaves jumping overboard, missing, or escaped	5
3	Insurrection planned, but thwarted	6
7	Other (specify in note)	9
