Shelfmark,Page Labels,Dates,Types,Slave Voyages Notes,HUNT. JPG Descriptors,image_filename,iiif_baseimage_url,,,,,,,,,,,,,,,,,
mssST15v17,f.47v,"6,10,1720",Journal Entry,Mr Hopegood,mssST_57_v17_104.jpg,mssST_57_v17_104.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/103/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.48r,"6,10,1720",Journal Entry,Mr Hopegood,mssST_57_v17_105.jpg,mssST_57_v17_105.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/104/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.48r,"6,10,1720",Journal Entry,Mrs Howard,mssST_57_v17_105.jpg,mssST_57_v17_105.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/104/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.48r,"6,11,1720",Journal Entry,Mrs Bradshaw,mssST_57_v17_105.jpg,mssST_57_v17_105.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/104/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.48v,"6,11,1720",Journal Entry,Mrs Bradshaw,mssST_57_v17_106.jpg,mssST_57_v17_106.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/105/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.48v,"6,11,1720",Journal Entry,"Mr Harris, Rev.",mssST_57_v17_106.jpg,mssST_57_v17_106.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/105/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.48v,"6,11,1720",Journal Entry,Mr Hammond,mssST_57_v17_106.jpg,mssST_57_v17_106.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/105/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.49r,"6,11,1720",Journal Entry,Mr Hammond,mssST_57_v17_107.jpg,mssST_57_v17_107.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/106/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.49r,"6,11,1720",Journal Entry,Colonel Fielding,mssST_57_v17_107.jpg,mssST_57_v17_107.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/106/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.49v,"6,11,1720",Journal Entry,Mr Hart,mssST_57_v17_108.jpg,mssST_57_v17_108.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/107/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.49v,"6,11,1720",Journal Entry,Mr Johnstone,mssST_57_v17_108.jpg,mssST_57_v17_108.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/107/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.49v,"6,13,1720",Journal Entry,Mr Canlillon,mssST_57_v17_108.jpg,mssST_57_v17_108.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/107/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.50r,"6,13,1720",Journal Entry,Mr Canlillon,mssST_57_v17_109.jpg,mssST_57_v17_109.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/108/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.50r,"6,8,1720",Journal Entry,Harley,mssST_57_v17_110.jpg,mssST_57_v17_110.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/109/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.50v,"6,15,1720",Journal Entry,George Cork,mssST_57_v17_110.jpg,mssST_57_v17_110.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/109/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.50v,"6,15,1720",Journal Entry,Mr Hirstonge,mssST_57_v17_110.jpg,mssST_57_v17_110.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/109/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.51r,"6,15,1720",Journal Entry,Mr Hirstonge,mssST_57_v17_111.jpg,mssST_57_v17_111.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/110/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.51r,"6,17,1720",Journal Entry,Lady Mary Vere,mssST_57_v17_111.jpg,mssST_57_v17_111.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/110/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.51r,"6,17,1720",Journal Entry,Sir Fellows,mssST_57_v17_111.jpg,mssST_57_v17_111.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/110/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.51v,"6,17,1720",Journal Entry,Mr Molesworth,mssST_57_v17_112.jpg,mssST_57_v17_112.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/111/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.51v,"6,18,1720",Journal Entry,Theo Jansen,mssST_57_v17_112.jpg,mssST_57_v17_112.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/111/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.52r,"6,18,1720",Journal Entry,Ambercrombie,mssST_57_v17_113.jpg,mssST_57_v17_113.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/112/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.52r,"6,20,1720",Journal Entry,Mrs Haustonge,mssST_57_v17_113.jpg,mssST_57_v17_113.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/112/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.52v,"6,21,1720",Journal Entry,Mr Pels,mssST_57_v17_114.jpg,mssST_57_v17_114.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/113/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.52v,"6,22,1720",Journal Entry,Lady Mary Vere,mssST_57_v17_114.jpg,mssST_57_v17_114.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/113/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.53r,"6,23,1720",Journal Entry,Colonel Reresby,mssST_57_v17_115.jpg,mssST_57_v17_115.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/114/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.53r,"6,22,1720",Journal Entry,Capt. Rodney ,mssST_57_v17_115.jpg,mssST_57_v17_115.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/114/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.53r,"6,22,1720",Journal Entry,Mr Jones,mssST_57_v17_115.jpg,mssST_57_v17_115.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/114/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.53v,"6,23,1720",Journal Entry,Lord Stowell,mssST_57_v17_116.jpg,mssST_57_v17_116.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/115/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.53v,"6,23,1720",Journal Entry,Sr Denny Duky ,mssST_57_v17_116.jpg,mssST_57_v17_116.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/115/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.54r,"6,22,1720",Journal Entry,Capt Willy,mssST_57_v17_117.jpg,mssST_57_v17_117.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/116/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.54r,"6,23,1720",Journal Entry,Sr In. Holland,mssST_57_v17_117.jpg,mssST_57_v17_117.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/116/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.54r,"6,22,1720",Journal Entry,Sr Hoskins,mssST_57_v17_117.jpg,mssST_57_v17_117.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/116/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.54v,"6,22,1720",Journal Entry,Sr Hoskins,mssST_57_v17_118.jpg,mssST_57_v17_118.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/117/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.54v,"6,22,1720",Journal Entry,Mr Drummond,mssST_57_v17_118.jpg,mssST_57_v17_118.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/117/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.54v,"6,23,1720",Journal Entry,Earl of Arran,mssST_57_v17_118.jpg,mssST_57_v17_118.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/117/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.55r,"6,23,1720",Journal Entry,Earl of Arran,mssST_57_v17_119.jpg,mssST_57_v17_119.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/118/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.55r,"6,23,1720",Journal Entry,Earl of Yarmouth,mssST_57_v17_119.jpg,mssST_57_v17_119.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/118/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.55r,"6,23,1720",Journal Entry,Colonel Duckber,mssST_57_v17_119.jpg,mssST_57_v17_119.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/118/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.55v,"6,23,1720",Journal Entry,Colonel Duckber,mssST_57_v17_120.jpg,mssST_57_v17_120.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/119/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.55v,"6,23,1720",Journal Entry,Mr High,mssST_57_v17_120.jpg,mssST_57_v17_120.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/119/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.56r,"6,23,1720",Journal Entry,Sr. Rob. Maud,mssST_57_v17_121.jpg,mssST_57_v17_121.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/120/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.56v,"6,23,1720",Journal Entry,Sr. Rob. Maud,mssST_57_v17_122.jpg,mssST_57_v17_122.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/121/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.56v,"6,28,1720",Journal Entry,Capt Herring,mssST_57_v17_122.jpg,mssST_57_v17_122.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/121/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.56v,"6,28,1720",Journal Entry,Lady Dalthouse,mssST_57_v17_122.jpg,mssST_57_v17_122.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/121/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.57r,"6,28,1720",Journal Entry,Lady Dalthouse ,mssST_57_v17_123.jpg,mssST_57_v17_123.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/122/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.57r,"6,28,1720",Journal Entry,Mr Pescod ,mssST_57_v17_123.jpg,mssST_57_v17_123.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/122/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.57v,"6,28,1720",Journal Entry,Mr Pescod ,mssST_57_v17_124.jpg,mssST_57_v17_124.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/123/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.57v,"6,28,1720",Journal Entry,Serj. Comyns,mssST_57_v17_124.jpg,mssST_57_v17_124.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/123/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.57v,"6,28,1720",Journal Entry,Capt Oakley,mssST_57_v17_124.jpg,mssST_57_v17_124.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/123/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.58r,"6,28,1720",Journal Entry,Capt Oakley,mssST_57_v17_125.jpg,mssST_57_v17_125.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/124/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.58r,"6,28,1720",Journal Entry,Mr Night,mssST_57_v17_125.jpg,mssST_57_v17_125.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/124/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.58r,"6,29,1720",Journal Entry,Waldo,mssST_57_v17_125.jpg,mssST_57_v17_125.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/124/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.58v,"6,29,1720",Journal Entry,Waldo,mssST_57_v17_126.jpg,mssST_57_v17_126.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/125/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.58v,"6,30,1720",Journal Entry,Serj. Comyns,mssST_57_v17_126.jpg,mssST_57_v17_126.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/125/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.58v,"6,30,1720",Journal Entry,Capt Oakley,mssST_57_v17_126.jpg,mssST_57_v17_126.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/125/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.59r,"6,30,1720",Journal Entry,Capt Oakley,mssST_57_v17_127.jpg,mssST_57_v17_127.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/126/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.59r,"7,1,1720",Journal Entry,Mr Fredrick,mssST_57_v17_127.jpg,mssST_57_v17_127.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/126/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.59r,"7,1,1720",Journal Entry,Moses Hart,mssST_57_v17_127.jpg,mssST_57_v17_127.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/126/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.59r,"7,1,1720",Journal Entry,Mr Aud Harley,mssST_57_v17_127.jpg,mssST_57_v17_127.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/126/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.59v,"7,1,1720",Journal Entry,Mr Aud Harley,mssST_57_v17_128.jpg,mssST_57_v17_128.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/127/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.59v,"7,5,1720",Journal Entry,Pels,mssST_57_v17_128.jpg,mssST_57_v17_128.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/127/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.60r,"7,5,1720",Journal Entry,Pels,mssST_57_v17_129.jpg,mssST_57_v17_129.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/128/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.60r,"7,5,1720",Journal Entry,Mr Canlillon,mssST_57_v17_129.jpg,mssST_57_v17_129.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/128/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.60r,"7,5,1720",Journal Entry,Lord Byron,mssST_57_v17_129.jpg,mssST_57_v17_129.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/128/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.60v,"7,5,1720",Journal Entry,Lord Byron,mssST_57_v17_130.jpg,mssST_57_v17_130.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/129/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.60v,"7,6,1720",Journal Entry,Mr Walton,mssST_57_v17_130.jpg,mssST_57_v17_130.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/129/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.60v,"7,6,1720",Journal Entry,Mr Moses Hart,mssST_57_v17_130.jpg,mssST_57_v17_130.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/129/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.60v,"7,6,1720",Journal Entry,Capt. Molesworth,mssST_57_v17_130.jpg,mssST_57_v17_130.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/129/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.61r,"7,7,1720",Journal Entry,Duchess of Bedford,mssST_57_v17_131.jpg,mssST_57_v17_131.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/130/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.61r,"7,7,1720",Journal Entry,William Collyns,mssST_57_v17_131.jpg,mssST_57_v17_131.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/130/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.61v,"7,7,1720",Journal Entry,William Collyns,mssST_57_v17_132.jpg,mssST_57_v17_132.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/131/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.61v,"7,7,1720",Journal Entry,Mr Benfon,mssST_57_v17_132.jpg,mssST_57_v17_132.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/131/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.61v,"7,12,1720",Journal Entry,Mr Jacob,mssST_57_v17_132.jpg,mssST_57_v17_132.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/131/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.62r,"7,14,1720",Journal Entry,Archibald Hamilton,mssST_57_v17_133.jpg,mssST_57_v17_133.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/132/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.62r,"7,14,1720",Journal Entry,Colonel Bladen,mssST_57_v17_133.jpg,mssST_57_v17_133.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/132/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.62r,"7,14,1720",Journal Entry,Lord Landerton ,mssST_57_v17_133.jpg,mssST_57_v17_133.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/132/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.62v,"7,20,1720",Journal Entry,Mr William Willey,mssST_57_v17_134.jpg,mssST_57_v17_134.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/133/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.62v,"7,20,1720",Journal Entry,Mr Philps,mssST_57_v17_134.jpg,mssST_57_v17_134.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/133/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.63r,"7,20,1720",Journal Entry,Mr Philps,mssST_57_v17_135.jpg,mssST_57_v17_135.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/134/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.63v,"7,20,1720",Journal Entry,Mr Philps,mssST_57_v17_136.jpg,mssST_57_v17_136.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/135/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.64r,"7,20,1720",Journal Entry,Mr Philps,mssST_57_v17_137.jpg,mssST_57_v17_137.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/136/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.64r,"7,20,1720",Journal Entry,Mr Hoffman,mssST_57_v17_137.jpg,mssST_57_v17_137.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/136/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.64r,"7,20,1720",Journal Entry,Mr Drummond,mssST_57_v17_137.jpg,mssST_57_v17_137.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/136/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.64r,"7,20,1720",Journal Entry,Mrs Bridges Arthur ,mssST_57_v17_137.jpg,mssST_57_v17_137.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/136/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.64v,"7,20,1720",Journal Entry,Mrs Bridges Arthur ,mssST_57_v17_138.jpg,mssST_57_v17_138.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/137/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.64v,"7,20,1720",Journal Entry,Major Fowke ,mssST_57_v17_138.jpg,mssST_57_v17_138.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/137/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.65r,"7,20,1720",Journal Entry,"Mons. Du Livier
(French)",mssST_57_v17_139.jpg,mssST_57_v17_139.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/138/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.65v,"7,20,1720",Journal Entry,"Mons. Du Livier
(French)",mssST_57_v17_140.jpg,mssST_57_v17_140.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/139/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.65v,"7,20,1720",Journal Entry,Mr Man,mssST_57_v17_140.jpg,mssST_57_v17_140.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/139/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.65v,"7,27,1720",Journal Entry,Mr Gibson,mssST_57_v17_140.jpg,mssST_57_v17_140.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/139/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.66r,"7,27,1720",Journal Entry,Mr Gibson,mssST_57_v17_141.jpg,mssST_57_v17_141.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/140/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.66r,"7,22,1720",Journal Entry,Mr Hunt,mssST_57_v17_141.jpg,mssST_57_v17_141.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/140/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.66r,"7,27,1720",Journal Entry,Mr Lockwood,mssST_57_v17_141.jpg,mssST_57_v17_141.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/140/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
