Shelfmark,Page Labels,Dates,Types,Slave Voyages Notes,HUNT. JPG Descriptors,image_filename,iiif_baseimage_url,,,,,,,,,,,,,,,,,
mssST15v17,f.26v,"4,13,1720",Journal Entry,Mr Trevor Milford,mssST_57_v17_062.jpg,mssST_57_v17_062.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/61/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.26v,"4,13,1720",Journal Entry,Marquis Carnarvon,mssST_57_v17_062.jpg,mssST_57_v17_062.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/61/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.27r,"4,13,1720",Journal Entry,Marquis Carnarvon,mssST_57_v17_063.jpg,mssST_57_v17_063.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/62/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.27r,"4,13,1720",Journal Entry,Duchess of Bolton,mssST_57_v17_063.jpg,mssST_57_v17_063.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/62/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.27v,"4,14,1720",Journal Entry,Mr Blount,mssST_57_v17_064.jpg,mssST_57_v17_064.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/63/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.27v,"4,14,1720",Journal Entry,Duke of Buckingham,mssST_57_v17_064.jpg,mssST_57_v17_064.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/63/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.28r,"4,14,1720",Journal Entry,Duke of Buckingham,mssST_57_v17_065.jpg,mssST_57_v17_065.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/64/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.28r,"4,14,1720",Journal Entry,Mrs Sarah Brydges,mssST_57_v17_065.jpg,mssST_57_v17_065.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/64/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.28v,"4,14,1720",Journal Entry,Mrs Sarah Brydges,mssST_57_v17_066.jpg,mssST_57_v17_066.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/65/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.28v,"4,20,1720",Journal Entry,Countess of Granville,mssST_57_v17_066.jpg,mssST_57_v17_066.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/65/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.29r,"4,20,1720",Journal Entry,Countess of Granville,mssST_57_v17_067.jpg,mssST_57_v17_067.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/66/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.29r,"4,20,1720",Journal Entry,Mr Pels,mssST_57_v17_067.jpg,mssST_57_v17_067.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/66/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.29r,"4,20,1720",Journal Entry,Mr Drummond,mssST_57_v17_067.jpg,mssST_57_v17_067.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/66/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.29v,"4,20,1720",Journal Entry,Mr Drummond,mssST_57_v17_068.jpg,mssST_57_v17_068.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/67/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.30r,"4,20,1720",Journal Entry,Mr Moses Hart,mssST_57_v17_069.jpg,mssST_57_v17_069.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/68/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.30r,"4,20,1720",Journal Entry,General Hamerstein,mssST_57_v17_069.jpg,mssST_57_v17_069.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/68/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.30v,"4,20,1720",Journal Entry,General Hamerstein,mssST_57_v17_070.jpg,mssST_57_v17_070.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/69/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.30v,"4,26,1720",Journal Entry,Mr Secy Treby,mssST_57_v17_070.jpg,mssST_57_v17_070.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/69/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.31r,"4,26,1720",Journal Entry,Mr Secy Treby,mssST_57_v17_071.jpg,mssST_57_v17_071.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/70/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.31r,"4,26,1720",Journal Entry,Mr Aud Harley,mssST_57_v17_071.jpg,mssST_57_v17_071.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/70/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.31r,"4,26,1720",Journal Entry,Mr Pels,mssST_57_v17_071.jpg,mssST_57_v17_071.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/70/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.31v,"4,26,1720",Journal Entry,Mr Pels,mssST_57_v17_072.jpg,mssST_57_v17_072.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/71/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.31v,"4,28,1720",Journal Entry,Mr Woodhouse,mssST_57_v17_072.jpg,mssST_57_v17_072.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/71/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.32r,"4,28,1720",Journal Entry,Mr Woodhouse,mssST_57_v17_073.jpg,mssST_57_v17_073.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/72/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.32r,"4,28,1720",Journal Entry,Mr Hoffman,mssST_57_v17_073.jpg,mssST_57_v17_073.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/72/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.32v,"4,28,1720",Journal Entry,Mr Hoffman,mssST_57_v17_074.jpg,mssST_57_v17_074.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/73/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.32v,"5,10,1720",Journal Entry,Mr Lane,mssST_57_v17_074.jpg,mssST_57_v17_074.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/73/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.32v,"5,10,1720",Journal Entry,Capt. Bakeby,mssST_57_v17_074.jpg,mssST_57_v17_074.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/73/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.33r,"5,10,1720",Journal Entry,Capt. Bakeby,mssST_57_v17_075.jpg,mssST_57_v17_075.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/74/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.33v,"5,10,1720",Journal Entry,Capt. Bakeby,mssST_57_v17_076.jpg,mssST_57_v17_076.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/75/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.34r,"5,3,1720",Journal Entry,Mr Pels,mssST_57_v17_077.jpg,mssST_57_v17_077.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/76/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.34v,"5,3,1720",Journal Entry,Mr Pels,mssST_57_v17_078.jpg,mssST_57_v17_078.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/77/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.34v,"5,5,1720",Journal Entry,Mr Mayer,mssST_57_v17_078.jpg,mssST_57_v17_078.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/77/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.34v,"5,5,1720",Journal Entry,Mr Warner,mssST_57_v17_078.jpg,mssST_57_v17_078.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/77/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.35r,"5,5,1720",Journal Entry,Marquis Carnarvon,mssST_57_v17_079.jpg,mssST_57_v17_079.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/78/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.35r,"5,6,1720",Journal Entry,Colonel Blanden,mssST_57_v17_079.jpg,mssST_57_v17_079.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/78/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.35v,"5,6,1720",Journal Entry,Colonel Blanden,mssST_57_v17_080.jpg,mssST_57_v17_080.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/79/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.35v,"5,6,1720",Journal Entry,Mr Pels,mssST_57_v17_080.jpg,mssST_57_v17_080.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/79/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.36r,"5,11,1720",Journal Entry,Dr Steward,mssST_57_v17_081.jpg,mssST_57_v17_081.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/80/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.36r,"5,12,1720",Journal Entry,Marshall Hardenberg,mssST_57_v17_081.jpg,mssST_57_v17_081.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/80/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.36v,"5,12,1720",Journal Entry,Marshall Hardenberg,mssST_57_v17_082.jpg,mssST_57_v17_082.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/81/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.36v,"5,12,1720",Journal Entry,George Brydges,mssST_57_v17_082.jpg,mssST_57_v17_082.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/81/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.37r,"5,12,1720",Journal Entry,George Brydges,mssST_57_v17_083.jpg,mssST_57_v17_083.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/82/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.37r,"5,12,1720",Journal Entry,Mr Woodhouse,mssST_57_v17_083.jpg,mssST_57_v17_083.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/82/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.37r,"5,12,1720",Journal Entry,Mr Gemmingen,mssST_57_v17_083.jpg,mssST_57_v17_083.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/82/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.37v,"5,12,1720",Journal Entry,Mr Gemmingen,mssST_57_v17_084.jpg,mssST_57_v17_084.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/83/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.37v,"5,13,1720",Journal Entry,Mr Pels,mssST_57_v17_084.jpg,mssST_57_v17_084.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/83/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.38r,"5,13,1720",Journal Entry,Mr Pels,mssST_57_v17_085.jpg,mssST_57_v17_085.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/84/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.38r,"5,18,1720",Journal Entry,Sir Humph Howarth,mssST_57_v17_085.jpg,mssST_57_v17_085.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/84/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.38v,"5,19,1720",Journal Entry,Mr Drummond,mssST_57_v17_086.jpg,mssST_57_v17_086.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/85/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.39r,"5,19,1720",Journal Entry,Mr Drummond,mssST_57_v17_087.jpg,mssST_57_v17_087.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/86/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.39r,"5,20,1720",Journal Entry,Marchal Hamerstein,mssST_57_v17_087.jpg,mssST_57_v17_087.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/86/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.39v,"5,25,1720",Journal Entry,Mr Lockwood,mssST_57_v17_088.jpg,mssST_57_v17_088.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/87/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.39v,"5,27,1720",Journal Entry,Mr Buckley,mssST_57_v17_088.jpg,mssST_57_v17_088.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/87/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.39v,"5,27,1720",Journal Entry,General Macartney,mssST_57_v17_088.jpg,mssST_57_v17_088.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/87/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.40r,"5,27,1720",Journal Entry,General Macartney,mssST_57_v17_089.jpg,mssST_57_v17_089.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/88/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.40r,"5,31,1720",Journal Entry,Mr Wentworth,mssST_57_v17_089.jpg,mssST_57_v17_089.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/88/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.40r,"5,27,1720",Journal Entry,Lady Mary Vere,mssST_57_v17_089.jpg,mssST_57_v17_089.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/88/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.40r,"5,27,1720",Journal Entry,Duchess of Bolton,mssST_57_v17_089.jpg,mssST_57_v17_089.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/88/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.40v,"5,27,1720",Journal Entry,Duchess of Bolton,mssST_57_v17_090.jpg,mssST_57_v17_090.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/89/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.40v,"5,27,1720",Journal Entry,Duchess of St Albans,mssST_57_v17_090.jpg,mssST_57_v17_090.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/89/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.40v,"5,30,1720",Journal Entry,Mr Blunt,mssST_57_v17_090.jpg,mssST_57_v17_090.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/89/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.40v,"6,1,1720",Journal Entry,Mr Hawes,mssST_57_v17_090.jpg,mssST_57_v17_090.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/89/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.41r,"6,1,1720",Journal Entry,Mr Hawes,mssST_57_v17_091.jpg,mssST_57_v17_091.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/90/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.41r,"6,1,1720",Journal Entry,General Crowther,mssST_57_v17_091.jpg,mssST_57_v17_091.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/90/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.41r,"6,1,1720",Journal Entry,Sir Leo Cook,mssST_57_v17_091.jpg,mssST_57_v17_091.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/90/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.41v,"6,1,1720",Journal Entry,Colonel Hoskins,mssST_57_v17_092.jpg,mssST_57_v17_092.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/91/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.41v,"6,2,1720",Journal Entry,Lord Orkney,mssST_57_v17_092.jpg,mssST_57_v17_092.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/91/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.42r,"6,2,1720",Journal Entry,Lord Orkney,mssST_57_v17_0923.jpg,mssST_57_v17_0923.tif,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.42r,"6,2,1720",Journal Entry,General Crowther,mssST_57_v17_093.jpg,mssST_57_v17_093.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/92/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.42r,"6,2,1720",Journal Entry,Dowager Lady of Essex,mssST_57_v17_093.jpg,mssST_57_v17_093.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/92/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.42v,"6,2,1720",Journal Entry,Dowager Lady of Essex,mssST_57_v17_094.jpg,mssST_57_v17_094.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/93/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.42v,"6,2,1720",Journal Entry,Mr Somers,mssST_57_v17_094.jpg,mssST_57_v17_094.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/93/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.42v,"6,2,1720",Journal Entry,Mr Hung Hoskins,mssST_57_v17_094.jpg,mssST_57_v17_094.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/93/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.43r,"6,2,1720",Journal Entry,Mr Hung Hoskins,mssST_57_v17_095.jpg,mssST_57_v17_095.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/94/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.43r,"6,3,1720",Journal Entry,Baron Sohlenthall,mssST_57_v17_095.jpg,mssST_57_v17_095.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/94/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.43v,"6,1,1720",Journal Entry,Mr Woodhouse,mssST_57_v17_096.jpg,mssST_57_v17_096.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/95/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.43v,"6,1,1720",Journal Entry,Mr Gilbert Wavell,mssST_57_v17_096.jpg,mssST_57_v17_096.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/95/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.44r,"6,1,1720",Journal Entry,Mr Gilbert Wavell,mssST_57_v17_097.jpg,mssST_57_v17_097.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/96/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.44r,"6,1,1720",Journal Entry,Mr Bradshaw,mssST_57_v17_097.jpg,mssST_57_v17_097.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/96/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.44r,"6,1,1720",Journal Entry,Rev. Mr Harris,mssST_57_v17_097.jpg,mssST_57_v17_097.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/96/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.44v,"6,1,1720",Journal Entry,W. Pitts,mssST_57_v17_098.jpg,mssST_57_v17_098.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/97/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.44v,"6,1,1720",Journal Entry,"Marquis Monteleon 
(French)",mssST_57_v17_098.jpg,mssST_57_v17_098.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/97/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.45r,"6,2,1720",Journal Entry,Mr Drummond,mssST_57_v17_099.jpg,mssST_57_v17_099.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/98/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.45r,"6,2,1720",Journal Entry,Brydges Esq.,mssST_57_v17_099.jpg,mssST_57_v17_099.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/98/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.45v,"6,2,1720",Journal Entry,Brydges Esq.,mssST_57_v17_100.jpg,mssST_57_v17_100.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/99/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.45v,"6,2,1720",Journal Entry,Mr Ram,mssST_57_v17_100.jpg,mssST_57_v17_100.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/99/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.46r,"6,2,1720",Journal Entry,Mr Ram,mssST_57_v17_101.jpg,mssST_57_v17_101.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/100/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.46r,"6,3,1720",Journal Entry,"Andre Pels 
(Latin)",mssST_57_v17_101.jpg,mssST_57_v17_101.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/100/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.46r,"1,4,1720",Journal Entry,Mr Craggs,mssST_57_v17_101.jpg,mssST_57_v17_101.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/100/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
mssST15v17,f.46v,"1,4,1720",Journal Entry,Mr Craggs,mssST_57_v17_102.jpg,mssST_57_v17_102.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/101/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.46v,"6,5,1720",Journal Entry,Mr Wymondsold,mssST_57_v17_102.jpg,mssST_57_v17_102.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/101/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.47r,"6,7,1720",Journal Entry,Captain Herring,mssST_57_v17_103.jpg,mssST_57_v17_103.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/102/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.47v,"6,7,1720",Journal Entry,Colonel Filding,mssST_57_v17_104.jpg,mssST_57_v17_104.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/103/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v17,f.47v,"6,8,1720",Journal Entry,Mr Hart,mssST_57_v17_104.jpg,mssST_57_v17_104.tif,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/103/full/full/0/default.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
