Shelfmark,Page Labels,Dates,Types,Slave Voyages Notes,image_filename,iiif_baseimage_url,,,,,,,,,,,,,,,,,,
mssST15v18,f.21r,"1,10,1720",Journal Entry,Taylor,mssST_57_v18_055.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/452/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v18,f.21v,"1,10,1720",Journal Entry,Taylor,mssST_57_v18_056.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/453/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.21v,"1,10,1720",Journal Entry,Wentworth,mssST_57_v18_056.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/453/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v18,f.22r,"1,10,1720",Journal Entry,Wentworth,mssST_57_v18_057.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/454/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.22r,"1,11,1720",Journal Entry,Morgan,mssST_57_v18_057.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/454/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.22r,"1,11,1720",Journal Entry,Raupsell [sic],mssST_57_v18_057.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/454/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v18,f.22v,"1,11,1720",Journal Entry,Raupsell [sic],mssST_57_v18_058.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/455/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.22v,"1,16,1720",Journal Entry,Mehmet,mssST_57_v18_058.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/455/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.22v,"1,13,1720",Journal Entry,George Coswell,mssST_57_v18_058.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/455/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.23r,"1,17,1720",Journal Entry,Herring,mssST_57_v18_059.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/456/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.23r,"1,17,1720",Journal Entry,Stevenson,mssST_57_v18_059.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/456/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.23v,"1,21,1720",Journal Entry,Neville,mssST_57_v18_060.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/457/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.24r,"5,21,1720",Journal Entry,Col. Bladden,mssST_57_v18_061.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/458/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.24r,"5,21,1721",Journal Entry,Mr. Taylor,mssST_57_v18_061.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/458/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.24r,"5,21,1722",Journal Entry,Madame de Gemmingen,mssST_57_v18_061.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/458/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v18,f.24v,"5,21,1720",Journal Entry,Madame de Gemmingen,mssST_57_v18_062.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/459/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.24v,"5,21,1720",Journal Entry,Mr. Hutchingson,mssST_57_v18_062.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/459/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v18,f.25r,"5,21,1720",Journal Entry,Mr. Hutchingson,mssST_57_v18_063.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/460/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.25r,"5,23,1720",Journal Entry,Brydges,mssST_57_v18_063.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/460/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.25r,"5,23,1720",Journal Entry,Mr. Woodhouse,mssST_57_v18_063.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/460/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v18,f.25v,"5,23,1720",Journal Entry,Mr. Woodhouse,mssST_57_v18_064.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/461/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v18,f.26r,"5,23,1720",Journal Entry,Mr. Woodhouse,mssST_57_v18_065.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/462/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.26r,"5,23,1720",Journal Entry,Capt. Oakley,mssST_57_v18_065.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/462/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v18,f.26v,"5,23,1720",Journal Entry,Capt. Oakley,mssST_57_v18_066.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/463/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v18,f.27r,"5,23,1720",Journal Entry,Capt. Oakley,mssST_57_v18_067.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/464/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.27v,"5,23,1720",Journal Entry,Wight,mssST_57_v18_068.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/465/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v18,f.28r,"5,23,1720",Journal Entry,Wight,mssST_57_v18_069.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/466/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v18,f.28v,"5,23,1720",Journal Entry,Wight,mssST_57_v18_070.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/467/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.28v,"5,24,1720",Journal Entry,Mr. Fra. Hans,mssST_57_v18_070.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/467/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.28v,"6,6,1720",Journal Entry,Mrs. Dive,mssST_57_v18_070.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/467/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v18,f.29r,"6,6,1720",Journal Entry,Mrs. Dive,mssST_57_v18_071.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/468/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.29r,"5,24,1720",Journal Entry,Countess of Dalkonfie,mssST_57_v18_071.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/468/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.32v,"6,6,1720",Journal Entry,Mr. Lolicoffre,mssST_57_v18_071.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/468/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v18,f.29v,"6,6,1721",Journal Entry,Mr. Lolicoffre,mssST_57_v18_072.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/469/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.30r,"6,7,1720",Journal Entry,Mr. Ram,mssST_57_v18_073.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/470/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.30r,"6,7,1720",Journal Entry,Sir Hungerford Hopkins,mssST_57_v18_073.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/470/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v18,f.30v,"6,7,1720",Journal Entry,Sir Hungerford Hopkins,mssST_57_v18_074.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/471/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v18,f.31r,"6,7,1720",Journal Entry,Sir Hungerford Hopkins,mssST_57_v18_075.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/472/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.31r,"6,7,1720",Journal Entry,Capt. Oakley,mssST_57_v18_075.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/472/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v18,f.31v,"6,7,1720",Journal Entry,Capt. Oakley,mssST_57_v18_076.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/473/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v18,f.32r,"6,7,1720",Journal Entry,Capt. Oakley,mssST_57_v18_077.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/474/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.32r,"6,7,1720",Journal Entry,Mr. Wentworth,mssST_57_v18_077.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/474/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v18,f.32v,"6,7,1720",Journal Entry,Mr. Wentworth,mssST_57_v18_078.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/475/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.32v,"6,7,1720",Journal Entry,Mr. Webb,mssST_57_v18_078.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/475/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v18,f.33r,"6,7,1720",Journal Entry,Mr. Webb,mssST_57_v18_079.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/476/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.33r,"6,12,1720",Journal Entry,Mr. Drummond,mssST_57_v18_079.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/476/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v18,f.33v,"6,12,1720",Journal Entry,Mr. Drummond,mssST_57_v18_080.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/477/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.33v,"6,12,1720",Journal Entry,Mon. Pelset,mssST_57_v18_080.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/477/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.34r,"6,12,1720",Journal Entry,Mr. Williams,mssST_57_v18_081.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/478/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.34r,"6,12,1720",Journal Entry,,mssST_57_v18_081.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/478/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v18,f.34v,"6,12,1720",Journal Entry,,mssST_57_v18_082.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/479/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.34v,"6,13,1720",Journal Entry,,mssST_57_v18_082.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/479/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.34v,"6,13,1720",Journal Entry,Mr. Lockwood,mssST_57_v18_082.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/479/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v18,f.35r,"6,13,1720",Journal Entry,Mr. Lockwood,mssST_57_v18_083.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/480/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.35r,"6,13,1720",Journal Entry,Mr. Fra. Lynn,mssST_57_v18_083.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/480/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.35v,"6,13,1720",Journal Entry,,mssST_57_v18_084.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/481/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.35v,"6,13,1720",Journal Entry,Brydges,mssST_57_v18_084.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/481/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.36r,"6,13,1720",Journal Entry,Capt. Herring,mssST_57_v18_085.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/482/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.36r,"6,14,1720",Journal Entry,Mr. Hancock,mssST_57_v18_085.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/482/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.36v,"6,14,1720",Journal Entry,Lord Cadogan,mssST_57_v18_086.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/483/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.37r,"6,24,1720",Journal Entry,Mr. Blount,mssST_57_v18_087.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/484/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.37r,"6,24,1720",Journal Entry,Capt. Oakley,mssST_57_v18_087.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/484/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.37r,"6,24,1720",Journal Entry,Mr. Kreynberg,mssST_57_v18_087.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/484/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v18,f.37v,"6,24,1720",Journal Entry,Mr. Kreynberg,mssST_57_v18_088.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/485/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.37v,"6,24,1720",Journal Entry,Mr. Pefcod,mssST_57_v18_088.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/485/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v18,f.38r,"6,24,1720",Journal Entry,Mr. Pefcod,mssST_57_v18_089.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/486/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.38r,"6,25,1720",Journal Entry,Dr. Cockbourne,mssST_57_v18_089.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/486/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v18,f.38v,"6,25,1720",Journal Entry,Dr. Cockbourne,mssST_57_v18_090.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/487/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.39r,"6,25,1720",Journal Entry,Lord Carpenter,mssST_57_v18_091.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/488/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.39r,"6,25,1720",Journal Entry,Mr. H. Grey,mssST_57_v18_091.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/488/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v18,f.39v,"7,1,1720",Journal Entry,Mayor of Hersford,mssST_57_v18_092.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/489/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.39v,"7,4,1720",Journal Entry,Brydges,mssST_57_v18_092.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/489/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v18,f.40r,"7,4,1721",Journal Entry,Brydges,mssST_57_v18_093.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/490/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.40r,"7,4,1720",Journal Entry,Capt. Herring,mssST_57_v18_093.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/490/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.40v,"7,11,1720",Journal Entry,Mr. Gray,mssST_57_v18_094.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/491/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.40v,"7,11,1720",Journal Entry,Mr. Purcell,mssST_57_v18_094.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/491/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v18,f.41r,"7,11,1720",Journal Entry,Mr. Purcell,mssST_57_v18_095.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/492/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.41r,"7,11,1720",Journal Entry,Capt. Oakley,mssST_57_v18_095.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/492/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v18,f.41v,"7,11,1720",Journal Entry,Capt. Oakley,mssST_57_v18_096.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/493/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.41v,"7,11,1720",Journal Entry,Capt. Waring,mssST_57_v18_096.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/493/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.42r,"7,16,1720",Journal Entry,Sir Matthew Decker,mssST_57_v18_097.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/494/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.42r,"7,16,1720",Journal Entry,Rev. Dr. Friend,mssST_57_v18_097.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/494/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.42v,"7,16,1720",Journal Entry,Mrs. Cole,mssST_57_v18_098.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/495/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.42v,"7,16,1720",Journal Entry,Right Hon. W Coke,mssST_57_v18_098.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/495/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.43r,"7,16,1720",Journal Entry,Mr. Pescod,mssST_57_v18_099.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/496/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.43r,"7,18,1720",Journal Entry,Mrs. Kingdon,mssST_57_v18_099.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/496/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.43r,"7,18,1720",Journal Entry,Lady Shipwit,mssST_57_v18_099.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/496/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v18,f.43v,"7,18,1720",Journal Entry,Lady Shipwit,mssST_57_v18_100.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/497/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.43v,"7,18,1720",Journal Entry,Mr. Harly,mssST_57_v18_100.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/497/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v18,f.44r,"7,18,1720",Journal Entry,Mr. Harly,mssST_57_v18_101.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/498/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.44r,"7,18,1720",Journal Entry,Mr. Blount,mssST_57_v18_101.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/498/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.44r,"7,18,1720",Journal Entry,Capt. Oakley,mssST_57_v18_101.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/498/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v18,f.44v,"7,18,1720",Journal Entry,Capt. Oakley,mssST_57_v18_102.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/499/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.44v,"7,18,1720",Journal Entry,Lord Bishop of Standaff,mssST_57_v18_102.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/499/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.45r,"7,23,1720",Journal Entry,Mr. Phips,mssST_57_v18_103.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/500/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.45r,"7,23,1720",Journal Entry,Mr. Renfor,mssST_57_v18_103.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/500/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.45v,"7,23,1720",Journal Entry,Mr. Taylor,mssST_57_v18_104.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/501/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.45v,"7,22,1720",Journal Entry,The Duke of Athol,mssST_57_v18_104.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/501/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v18,f.46r,"7,22,1720",Journal Entry,The Duke of Athol,mssST_57_v18_105.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/502/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.46v,"7,23,1720",Journal Entry,Mr. Woodhouse,mssST_57_v18_106.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/503/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.47r,"8,6,1720",Journal Entry,Capt. Oakley,mssST_57_v18_107.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/504/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v18,f.47v,"8,6,1720",Journal Entry,Capt. Oakley,mssST_57_v18_108.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/505/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.48r,"8,6,1720",Journal Entry,Mr. Lawrence,mssST_57_v18_109.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/506/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.48v,"8,6,1720",Journal Entry,Mr. Tovy,mssST_57_v18_110.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/507/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v18,f.49r,"8,6,1720",Journal Entry,Mr. How. Gould,mssST_57_v18_111.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/508/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
