Shelfmark,Page Labels,Dates,Types,Slave Voyages Notes,image_filename,iiif_baseimage_url,,,,,,,,,,,,,,,,,,
mssST15v21,f.34r,"9,20,1722",Journal Entry,Lord Aarcout,mssST_57_v21_073.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1296/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.34r,"9,20,1722",Journal Entry,Mr. Willis,mssST_57_v21_073.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1296/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.34r,"9,20,1722",Journal Entry,Mr. Coinbes,mssST_57_v21_073.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1296/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.35v,"9,20,1722",Letter,Mr. Willes ,mssST_57_v21_074.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1297/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v21,f.35r,"9,20,1722",Letter,Mr. Willes ,mssST_57_v21_075.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1298/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.35r,"9,20,1722",Letter,Mr. Jones,mssST_57_v21_075.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1298/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.36v,"9,21,1722",Letter,Mr. Hall,mssST_57_v21_076.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1299/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.36v,"9,21,1722",Journal Entry,Hon.lle Coll. Worseley,mssST_57_v21_076.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1299/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v21,f.36r,"9,21,1722",Journal Entry,Hon.lle Coll. Worseley,mssST_57_v21_077.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1300/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.36r,"9,21,1722",Letter,Mr. Bond,mssST_57_v21_077.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1300/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.36r,"9,22,1722",Letter,Mr. Lynn,mssST_57_v21_077.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1300/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.37v,"9,22,1722",Letter,Sir Luke Schaub,mssST_57_v21_078.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1301/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v21,f.37r,"9,22,1722",Letter,Sir Luke Schaub,mssST_57_v21_079.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1302/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.37r,"9,22,1722",Letter,Monsr. Bernard,mssST_57_v21_079.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1302/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v21,f.38v,"9,22,1722",Letter,Monsr. Bernard,mssST_57_v21_080.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1303/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.38v,"9,22,1722",Letter,Dr. Shiant ,mssST_57_v21_080.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1303/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v21,f.38r,"9,22,1722",Letter,Dr. Shiant ,mssST_57_v21_081.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1304/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.38r,"9,22,1722",Letter,Captain Grey,mssST_57_v21_081.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1304/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.39v,"9,22,1722",Letter,Mr. Sort ,mssST_57_v21_082.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1305/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.39v,"9,23,1722",Letter,Mr. Ward,mssST_57_v21_082.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1305/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.39r,"9,23,1722",Journal Entry,Dr. Levitt,mssST_57_v21_083.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1306/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.39r,"9,23,1722",Letter,Sir. Gn. Eyles Bart.,mssST_57_v21_083.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1306/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.39r,"9,23,1722",Letter,Mr. Parsons,mssST_57_v21_083.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1306/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v21,f.40v,"9,23,1722",Letter,Mr. Parsons,mssST_57_v21_084.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1307/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.40v,"9,28,1722",Letter,Mr. Lockwood,mssST_57_v21_084.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1307/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.40r,"9,28,1722",Letter,Dr. Stewart,mssST_57_v21_085.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1308/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v21,f.41v,"9,28,1722",Letter,Dr. Stewart,mssST_57_v21_086.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1309/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v21,f.41r,"9,28,1722",Letter,Dr. Stewart,mssST_57_v21_087.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1310/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v21,f.42v,"9,28,1722",Letter,Dr. Stewart,mssST_57_v21_088.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1311/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v21,f.42r,"9,28,1722",Letter,Dr. Stewart,mssST_57_v21_089.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1312/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.42r,"9,29,1722",Letter,Captain Herring,mssST_57_v21_089.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1312/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.43v,"9,29,1722",Letter,Mayor Crosbie,mssST_57_v21_090.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1313/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.43r,"9,29,1722",Letter,Mr. Hoar,mssST_57_v21_091.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1314/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.43r,"9,29,1722",Letter,Coune. Harrison ,mssST_57_v21_091.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1314/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.44v,,blank page,,mssST_57_v21_092.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1315/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v21,f.44r,,blank page,,mssST_57_v21_093.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1316/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.45v,"9,29,1722",Letter,Coune. Harrison ,mssST_57_v21_094.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1317/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.45v,"9,29,1722",Letter,Mr. Payne,mssST_57_v21_094.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1317/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.45r,"9,29,1722",Letter,Mr. Kerr,mssST_57_v21_095.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1318/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v21,f.46v,"9,29,1722",Letter,Mr. Kerr,mssST_57_v21_096.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1319/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.46v,"9,30,1722",Letter,Mr. Baldwin,mssST_57_v21_096.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1319/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v21,f.47r,"9,30,1722",Letter,Mr. Baldwin,mssST_57_v21_097.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1320/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.47r,"9,30,1722",Letter,Mr. Price of Knighton,mssST_57_v21_097.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1320/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v21,f.47v,"9,30,1722",Letter,Mr. Price of Knighton,mssST_57_v21_098.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1321/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.47v,n/d,Letter,"Letter Received from Griffin
 [crossed out]",mssST_57_v21_098.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1321/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.47v,"9,30,1722",Letter,"Letter to Mr Backer
 [crossed out]",mssST_57_v21_098.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1321/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.48r,"9,30,1722",Letter,Pels,mssST_57_v21_099.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1322/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.48v,"9,30,1722",Letter,Mr Hall,mssST_57_v21_100.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1323/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.48v,"10,2,1722",Letter,Mr Clayton,mssST_57_v21_100.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1323/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.49r,"10,19,1722",Letter,Mr Clartlich,mssST_57_v21_101.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1324/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.49r,"10,18,1722",Letter,Mr Hill ,mssST_57_v21_101.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1324/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v21,f.49v,"10,18,1722",Letter,Mr Hill [with postscript],mssST_57_v21_102.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1325/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.50r,"11,3,1722",Letter,Mr Arburthnott,mssST_57_v21_103.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1326/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v21,f.50v,"11,3,1722",Letter,Mr Arburthnott,mssST_57_v21_104.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1327/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.50v,"11,9,1722",Letter,Dr Stuart ,mssST_57_v21_104.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1327/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v21,f.51r,"11,9,1722",Letter,Dr Stuart ,mssST_57_v21_105.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1328/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.51v,"11,9,1722",Letter,Mons Le Chevalier Bernard ,mssST_57_v21_106.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1329/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.52r,"11,5,1722",Letter,Capt Okaley,mssST_57_v21_107.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1330/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.52r,"11,5,1722",Letter,Mr Price,mssST_57_v21_107.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1330/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.52v,"11,16,1722",Letter,Mr Brydges [with postscript],mssST_57_v21_108.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1331/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.53r,"11,17,1722",Letter,Mr Hayes ,mssST_57_v21_109.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1332/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.53r,"11,17,1722",Letter,Mr Hayes ,mssST_57_v21_109.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1332/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.53v,"11,17,1722",Letter,Mr Acton,mssST_57_v21_110.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1333/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.54r,"11,17,1722",Letter,Mr Lockwood ,mssST_57_v21_111.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1334/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.54v,"11,17,1722",Letter,Mr Lynn [with postscript],mssST_57_v21_112.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1335/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.55r,"11,17,1722",Letter,Mr Lewis,mssST_57_v21_113.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1336/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.55r,"11,19,1722",Letter,Mr Acton,mssST_57_v21_113.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1336/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v21,f.55v,"11,19,1722",Letter,Mr Acton,mssST_57_v21_114.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1337/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.55v,"11,19,1722",Letter,Mr Arthur Moore,mssST_57_v21_114.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1337/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.56r,"11,19,1722",Letter,Mr Gray,mssST_57_v21_115.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1338/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.56r,"12,10,1722",Letter,Mr Hayes ,mssST_57_v21_115.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1338/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v21,f.56v,"12,10,1722",Letter,Mr Hayes ,mssST_57_v21_116.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1339/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v21,f.57r,"12,10,1722",Letter,Mr Hayes ,mssST_57_v21_117.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1340/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.57v,"12,10,1722",Letter,Mr Moses Hart ,mssST_57_v21_118.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1341/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.57v,"12,22,1722",Letter,Dr Brydges ,mssST_57_v21_118.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1341/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.58r,"12,22,1722",Letter,Sr. Bisbie Lake,mssST_57_v21_119.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1342/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.58r,"12,25,1722",Letter,Mr Jones ,mssST_57_v21_119.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1342/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v21,f.58v,"12,25,1722",Letter,Mr Jones ,mssST_57_v21_120.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1343/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.59r,"12,31,1722",Letter,Attorney General,mssST_57_v21_121.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1344/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.59r,"01,10,1723",Letter,Mr Clayton,mssST_57_v21_121.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1344/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v21,f.59v,"01,10,1723",Letter,Mr Clayton,mssST_57_v21_122.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1345/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.59v,"01,10,1723",Letter,Humphrey Thomas ,mssST_57_v21_122.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1345/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.60r,"01,10,1723",Letter,Philip Jackson ,mssST_57_v21_123.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1346/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.60r,"01,10,1723",Letter,Mr. Oakley,mssST_57_v21_123.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1346/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.60v,"01,10,1723",Letter,Capt Herring,mssST_57_v21_124.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1347/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.60v,"01,10,1723",Letter,Major Crosbie,mssST_57_v21_124.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1347/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v21,f.61r,"01,10,1723",Letter,Major Crosbie,mssST_57_v21_125.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1348/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.61v,"01,10,1723",Letter,Capt Sam Oakley ,mssST_57_v21_126.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1349/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v21,f.62r,"01,10,1723",Letter,Capt Sam Oakley ,mssST_57_v21_127.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1350/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v21,f.62v,"01,10,1723",Letter,Capt Sam Oakley ,mssST_57_v21_128.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1351/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v21,f.63r,"01,10,1723",Letter,Capt Sam Oakley ,mssST_57_v21_129.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1352/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.63r,"01,10,1723",Letter,Mr Neal,mssST_57_v21_129.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1352/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.63r,"01,10,1723",Letter,Sr. Wm Coorington,mssST_57_v21_129.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1352/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v21,f.63v,"01,10,1723",Letter,Sr. Wm Coorington,mssST_57_v21_130.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1353/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.63v,"01,10,1723",Letter,Mr Lloyd,mssST_57_v21_130.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1353/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.64r,"01,10,1723",Letter,Sr. Willis,mssST_57_v21_131.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1354/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.64r,"01,10,1723",Letter,Mr Peters ,mssST_57_v21_131.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1354/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.64v,"01,10,1723",Letter,Mr Price of Knighton,mssST_57_v21_132.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1355/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v21,f.65r,"01,10,1723",Letter,Mr Price of Knighton,mssST_57_v21_133.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1356/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.65v,"01,25,1723",Letter,Mr Attonery General,mssST_57_v21_134.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1357/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.66r,"01,25,1723",Letter,Serj. Comyngs,mssST_57_v21_135.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1358/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.66r,"01,25,1723",Letter,Mr Philips ,mssST_57_v21_135.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1358/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST15v21,f.66v,"01,25,1723",Letter,Mr Philips [with postscript],mssST_57_v21_136.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1359/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.67r,"01,25,1723",Letter,Mr Hayes ,mssST_57_v21_137.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1360/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST15v21,f.67v,"01,25,1723",Letter,Mr Lockwood,mssST_57_v21_138.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1361/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
